축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율,도,시군구,회계연도,지역명,행사축제명,총비용,사업수익,순원가,시작월,종료월,index
울산옹기축제,2019,4,66591.0,49467.0,1484.0,117542.0,29385.5,27070.25,8.6,108281.0,9261.0,56.65,42.08,1.26,8.55,울산,울주군,2019.0,울산,울산옹기축제,712500000.0,200000000.0,512500000.0,5.0,5.0,울산옹기축제2019
울산옹기축제,2022,4,77710.0,52289.0,7.0,130006.0,32501.5,29385.5,10.6,117542.0,12464.0,59.77,40.22,0.01,10.6,울산,울주군,2022.0,울산,울산옹기축제,874836060.0,0.0,874836060.0,9.0,10.0,울산옹기축제2022
울산옹기축제,2023,3,49749.0,25287.0,10.0,75046.0,25015.3333,32501.5,-23.0,130006.0,-54960.0,66.29,33.7,0.01,-42.27,울산,울주군,2023.0,울산,울산옹기축제,879017260.0,228080000.0,650937260.0,5.0,5.0,울산옹기축제2023
원주다이내믹댄싱카니발,2018,6,62324.0,10046.0,110.0,72480.0,12080.0,,,,72480.0,85.99,13.86,0.15,0.0,강원,원주시,2018.0,강원,원주다이내믹댄싱카니발,1528653140.0,0.0,1528653140.0,9.0,9.0,원주다이내믹댄싱카니발2018
원주다이내믹댄싱카니발,2019,6,40017.0,9699.0,154.0,49870.0,8311.6667,12080.0,-31.2,72480.0,-22610.0,80.24,19.45,0.31,-31.19,강원,원주시,2019.0,강원,원주다이내믹댄싱카니발,1894086789.0,0.0,1894086789.0,9.0,9.0,원주다이내믹댄싱카니발2019
원주다이내믹댄싱카니발,2022,3,68274.0,18641.0,15.0,86930.0,28976.6667,8311.6667,248.6,49870.0,37060.0,78.54,21.44,0.02,74.31,강원,원주시,2020.0,강원,원주다이내믹댄싱카니발,305569500.0,0.0,305569500.0,10.0,10.0,원주다이내믹댄싱카니발2022
원주다이내믹댄싱카니발,2023,3,54573.0,11885.0,15.0,66473.0,22157.6667,28976.6667,-23.5,86930.0,-20457.0,82.1,17.88,0.02,-23.53,강원,원주시,2020.0,강원,원주다이내믹댄싱카니발,305569500.0,0.0,305569500.0,10.0,10.0,원주다이내믹댄싱카니발2023
원주한지문화제,2018,4,166858.0,42132.0,208.0,209198.0,52299.5,,,,209198.0,79.76,20.14,0.1,0.0,강원,원주시,,,,,,,,,원주한지문화제2018
원주한지문화제,2019,5,147824.0,48405.0,47.0,196276.0,39255.2,52299.5,-24.9,209198.0,-12922.0,75.31,24.66,0.02,-6.18,강원,원주시,,,,,,,,,원주한지문화제2019
원주한지문화제,2022,11,651048.0,235547.0,107.0,886702.0,80609.2727,39255.2,105.3,196276.0,690426.0,73.42,26.56,0.01,351.76,강원,원주시,,,,,,,,,원주한지문화제2022
원주한지문화제,2023,10,627165.0,198065.0,173.0,825403.0,82540.3,80609.2727,2.4,886702.0,-61299.0,75.98,24.0,0.02,-6.91,강원,원주시,,,,,,,,,원주한지문화제2023
음성품바축제,2018,5,85312.0,90314.0,149.0,175775.0,35155.0,,,,175775.0,48.53,51.38,0.08,0.0,충북,음성군,2018.0,충북,음성품바축제,657099900.0,160000000.0,497099900.0,5.0,5.0,음성품바축제2018
음성품바축제,2019,5,89176.0,103489.0,412.0,193077.0,38615.4,35155.0,9.8,175775.0,17302.0,46.19,53.6,0.21,9.84,충북,음성군,2019.0,충북,음성품바축제,738025000.0,140000000.0,598025000.0,5.0,5.0,음성품바축제2019
음성품바축제,2022,5,105161.0,89717.0,15.0,194893.0,38978.6,38615.4,0.9,193077.0,1816.0,53.96,46.03,0.01,0.94,충북,음성군,2018.0,충북,음성품바축제,657099900.0,160000000.0,497099900.0,5.0,5.0,음성품바축제2022
음성품바축제,2023,5,106527.0,78421.0,82.0,185030.0,37006.0,38978.6,-5.1,194893.0,-9863.0,57.57,42.38,0.04,-5.06,충북,음성군,2018.0,충북,음성품바축제,657099900.0,160000000.0,497099900.0,5.0,5.0,음성품바축제2023
이천쌀문화축제,2018,5,93230.0,56587.0,173.0,149990.0,29998.0,,,,149990.0,62.16,37.73,0.12,0.0,경기,이천시,2018.0,경기,이천쌀문화축제,737900000.0,0.0,737900000.0,10.0,10.0,이천쌀문화축제2018
이천쌀문화축제,2022,5,39766.0,55812.0,16.0,95594.0,19118.8,29998.0,-36.3,149990.0,-54396.0,41.6,58.38,0.02,-36.27,경기,이천시,2023.0,경기,이천쌀문화축제,1481380047.0,100000000.0,1381380047.0,10.0,10.0,이천쌀문화축제2022
이천쌀문화축제,2023,5,42714.0,59770.0,59.0,102543.0,20508.6,19118.8,7.3,95594.0,6949.0,41.65,58.29,0.06,7.27,경기,이천시,2023.0,경기,이천쌀문화축제,1481380047.0,100000000.0,1381380047.0,10.0,10.0,이천쌀문화축제2023
인천펜타포트음악축제,2018,3,59785.0,79304.0,670.0,139759.0,46586.3333,,,,139759.0,42.78,56.74,0.48,0.0,인천,연수구,2018.0,인천,펜타포트 음악축제,2500000000.0,0.0,2500000000.0,1.0,12.0,인천펜타포트음악축제2018
인천펜타포트음악축제,2019,3,56514.0,62168.0,823.0,119505.0,39835.0,46586.3333,-14.5,139759.0,-20254.0,47.29,52.02,0.69,-14.49,인천,연수구,2019.0,인천,펜타포트 음악축제,1061827646.0,0.0,1061827646.0,8.0,8.0,인천펜타포트음악축제2019
인천펜타포트음악축제,2022,3,68316.0,126659.0,331.0,195306.0,65102.0,39835.0,63.4,119505.0,75801.0,34.98,64.85,0.17,63.43,인천,연수구,,,,,,,,,인천펜타포트음악축제2022
인천펜타포트음악축제,2023,3,67738.0,109942.0,474.0,178154.0,59384.6667,65102.0,-8.8,195306.0,-17152.0,38.02,61.71,0.27,-8.78,인천,연수구,,,,,,,,,인천펜타포트음악축제2023
임실N치즈축제,2018,4,10574.0,44128.0,41.0,54743.0,13685.75,,,,54743.0,19.32,80.61,0.07,0.0,전북,임실군,2018.0,전북,임실N치즈축제,842440420.0,410000000.0,432440420.0,10.0,10.0,임실N치즈축제2018
임실N치즈축제,2019,4,11779.0,71458.0,58.0,83295.0,20823.75,13685.75,52.2,54743.0,28552.0,14.14,85.79,0.07,52.16,전북,임실군,2019.0,전북,임실N치즈축제,842440000.0,410000000.0,432440000.0,10.0,10.0,임실N치즈축제2019
임실N치즈축제,2022,4,13075.0,87213.0,3.0,100291.0,25072.75,20823.75,20.4,83295.0,16996.0,13.04,86.96,0.0,20.4,전북,임실군,2022.0,전북,임실N치즈축제,930000000.0,505000000.0,425000000.0,10.0,10.0,임실N치즈축제2022
임실N치즈축제,2023,4,13923.0,79355.0,41.0,93319.0,23329.75,25072.75,-7.0,100291.0,-6972.0,14.92,85.04,0.04,-6.95,전북,임실군,2023.0,전북,임실N치즈축제,1030000000.0,0.0,1030000000.0,10.0,10.0,임실N치즈축제2023
정남진장흥물축제,2018,7,107219.0,125625.0,196.0,233040.0,33291.4286,,,,233040.0,46.01,53.91,0.08,0.0,전남,장흥군,2018.0,전남,정남진장흥물축제,1500000000.0,0.0,1500000000.0,7.0,8.0,정남진장흥물축제2018
정남진장흥물축제,2019,7,113509.0,117192.0,84.0,230785.0,32969.2857,33291.4286,-1.0,233040.0,-2255.0,49.18,50.78,0.04,-0.97,전남,장흥군,2019.0,전남,정남진장흥물축제,1500000000.0,0.0,1500000000.0,7.0,8.0,정남진장흥물축제2019
정남진장흥물축제,2022,9,152601.0,158739.0,5.0,311345.0,34593.8889,32969.2857,4.9,230785.0,80560.0,49.01,50.98,0.0,34.91,전남,장흥군,2022.0,전남,정남진장흥물축제,1978811770.0,0.0,1978811770.0,7.0,8.0,정남진장흥물축제2022
정남진장흥물축제,2023,9,163708.0,175410.0,82.0,339200.0,37688.8889,34593.8889,8.9,311345.0,27855.0,48.26,51.71,0.02,8.95,전남,장흥군,2022.0,전남,정남진장흥물축제,1978811770.0,0.0,1978811770.0,7.0,8.0,정남진장흥물축제2023
정선아리랑제,2018,7,71747.0,44245.0,86.0,116078.0,16582.5714,,,,116078.0,61.81,38.12,0.07,0.0,강원,정선군,,,,,,,,,정선아리랑제2018
정선아리랑제,2019,4,45176.0,38664.0,72.0,83912.0,20978.0,16582.5714,26.5,116078.0,-32166.0,53.84,46.08,0.09,-27.71,강원,정선군,,,,,,,,,정선아리랑제2019
정선아리랑제,2022,4,55398.0,40879.0,7.0,96284.0,24071.0,20978.0,14.7,83912.0,12372.0,57.54,42.46,0.01,14.74,강원,정선군,,,,,,,,,정선아리랑제2022
정선아리랑제,2023,4,55977.0,33394.0,22.0,89393.0,22348.25,24071.0,-7.2,96284.0,-6891.0,62.62,37.36,0.02,-7.16,강원,정선군,2023.0,경남,아리랑가요제,322300000.0,0.0,322300000.0,5.0,5.0,정선아리랑제2023
제주들불축제,2018,4,214318.0,132354.0,2459.0,349131.0,87282.75,,,,349131.0,61.39,37.91,0.7,0.0,제주,제주시,2018.0,제주,제주 들불축제,1688149440.0,0.0,1688149440.0,3.0,3.0,제주들불축제2018
제주들불축제,2019,4,196963.0,120675.0,6875.0,324513.0,81128.25,87282.75,-7.1,349131.0,-24618.0,60.69,37.19,2.12,-7.05,제주,제주시,2019.0,제주,제주 들불축제,1629022750.0,2411000.0,1626611750.0,3.0,3.0,제주들불축제2019
제주들불축제,2023,4,243131.0,146579.0,114.0,389824.0,97456.0,81128.25,20.1,324513.0,65311.0,62.37,37.6,0.03,20.13,제주,제주시,2023.0,제주,제주들불축제,1368693000.0,0.0,1368693000.0,3.0,3.0,제주들불축제2023
지용제,2018,4,99119.0,53603.0,60.0,152782.0,38195.5,,,,152782.0,64.88,35.08,0.04,0.0,충북,옥천군,2018.0,충북,지용제,326000000.0,0.0,326000000.0,5.0,5.0,지용제2018
지용제,2019,4,103208.0,71134.0,76.0,174418.0,43604.5,38195.5,14.2,152782.0,21636.0,59.17,40.78,0.04,14.16,충북,옥천군,2019.0,충북,지용제,326000000.0,0.0,326000000.0,5.0,5.0,지용제2019
지용제,2022,4,119926.0,65540.0,34.0,185500.0,46375.0,43604.5,6.4,174418.0,11082.0,64.65,35.33,0.02,6.35,충북,옥천군,2022.0,충북,지용제,349981150.0,30000000.0,319981150.0,4.0,11.0,지용제2022
지용제,2023,4,114939.0,69600.0,45.0,184584.0,46146.0,46375.0,-0.5,185500.0,-916.0,62.27,37.71,0.02,-0.49,충북,옥천군,2023.0,충북,지용제,450290000.0,25000000.0,425290000.0,5.0,11.0,지용제2023
진도신비의바닷길축제,2018,4,11300.0,23569.0,428.0,35297.0,8824.25,,,,35297.0,32.01,66.77,1.21,0.0,전남,진도군,2018.0,전남,진도신비의바닷길축제,770437140.0,0.0,770437140.0,5.0,5.0,진도신비의바닷길축제2018
진도신비의바닷길축제,2019,4,11563.0,26449.0,271.0,38283.0,9570.75,8824.25,8.5,35297.0,2986.0,30.2,69.09,0.71,8.46,전남,진도군,2019.0,전남,진도신비의바닷길축제,753979120.0,0.0,753979120.0,3.0,3.0,진도신비의바닷길축제2019
진도신비의바닷길축제,2023,3,12120.0,21158.0,7.0,33285.0,11095.0,9570.75,15.9,38283.0,-4998.0,36.41,63.57,0.02,-13.06,전남,진도군,2023.0,전남,진도 신비의 바닷길 축제,899805690.0,0.0,899805690.0,4.0,4.0,진도신비의바닷길축제2023
진안홍삼축제,2018,4,20748.0,50603.0,105.0,71456.0,17864.0,,,,71456.0,29.04,70.82,0.15,0.0,전북,진안군,2018.0,전북,진안홍삼축제,799863000.0,0.0,799863000.0,10.0,10.0,진안홍삼축제2018
진안홍삼축제,2019,5,30516.0,69846.0,73.0,100435.0,20087.0,17864.0,12.4,71456.0,28979.0,30.38,69.54,0.07,40.56,전북,진안군,2019.0,전북,진안홍삼축제,850000000.0,0.0,850000000.0,10.0,10.0,진안홍삼축제2019
진안홍삼축제,2022,4,29326.0,55999.0,6.0,85331.0,21332.75,20087.0,6.2,100435.0,-15104.0,34.37,65.63,0.01,-15.04,전북,진안군,2022.0,전북,진안홍삼축제,890389780.0,200000000.0,690389780.0,10.0,10.0,진안홍삼축제2022
진안홍삼축제,2023,3,15717.0,30311.0,23.0,46051.0,15350.3333,21332.75,-28.0,85331.0,-39280.0,34.13,65.82,0.05,-46.03,전북,진안군,2023.0,전북,진안홍삼축제,999816770.0,215579584.0,784237186.0,9.0,9.0,진안홍삼축제2023
진주유등축제,2018,14,377069.0,260803.0,763.0,638635.0,45616.7857,,,,638635.0,59.04,40.84,0.12,0.0,경남,진주시,2018.0,경남,진주남강유등축제,1832000000.0,20000000.0,1812000000.0,10.0,10.0,진주유등축제2018
진주유등축제,2019,13,338899.0,242017.0,1302.0,582218.0,44786.0,45616.7857,-1.8,638635.0,-56417.0,58.21,41.57,0.22,-8.83,경남,진주시,2019.0,경남,진주남강유등축제,2499864208.0,99975000.0,2399889208.0,10.0,10.0,진주유등축제2019
진주유등축제,2022,22,714686.0,406218.0,94.0,1120998.0,50954.4545,44786.0,13.8,582218.0,538780.0,63.75,36.24,0.01,92.54,경남,진주시,2022.0,경남,진주남강유등축제,2780000000.0,30000000.0,2750000000.0,10.0,10.0,진주유등축제2022
진주유등축제,2023,15,409500.0,259942.0,542.0,669984.0,44665.6,50954.4545,-12.3,1120998.0,-451014.0,61.12,38.8,0.08,-40.23,경남,진주시,2023.0,경남,진주남강유등축제,2780000000.0,0.0,2780000000.0,10.0,10.0,진주유등축제2023
천안흥타령축제,2018,5,141008.0,173032.0,1444.0,315484.0,63096.8,,,,315484.0,44.7,54.85,0.46,0.0,충남,천안시,2018.0,충남,천안흥타령춤축제,2547171521.0,400000000.0,2147171521.0,9.0,9.0,천안흥타령축제2018
천안흥타령축제,2019,5,83362.0,49948.0,231.0,133541.0,26708.2,63096.8,-57.7,315484.0,-181943.0,62.42,37.4,0.17,-57.67,충남,천안시,2019.0,충남,천안흥타령춤축제,2537534464.0,350000000.0,2187534464.0,9.0,9.0,천안흥타령축제2019
천안흥타령축제,2022,5,112893.0,75921.0,73.0,188887.0,37777.4,26708.2,41.4,133541.0,55346.0,59.77,40.19,0.04,41.44,충남,천안시,2022.0,충남,천안흥타령춤축제,2495703972.0,300000000.0,2195703972.0,9.0,9.0,천안흥타령축제2022
천안흥타령축제,2023,5,106685.0,76898.0,411.0,183994.0,36798.8,37777.4,-2.6,188887.0,-4893.0,57.98,41.79,0.22,-2.59,충남,천안시,2023.0,충남,천안흥타령춤축제,2906180089.0,0.0,2906180089.0,10.0,10.0,천안흥타령축제2023
청송사과축제,2018,4,28770.0,49876.0,54.0,78700.0,19675.0,,,,78700.0,36.56,63.37,0.07,0.0,경북,청송군,2019.0,경북,청송사과축제,610000000.0,0.0,610000000.0,10.0,11.0,청송사과축제2018
청송사과축제,2019,5,42731.0,70436.0,102.0,113269.0,22653.8,19675.0,15.1,78700.0,34569.0,37.73,62.18,0.09,43.93,경북,청송군,2019.0,경북,청송사과축제,610000000.0,0.0,610000000.0,10.0,11.0,청송사과축제2019
청송사과축제,2022,5,51065.0,49028.0,1.0,100094.0,20018.8,22653.8,-11.6,113269.0,-13175.0,51.02,48.98,0.0,-11.63,경북,청송군,2022.0,경북,청송사과축제,839972590.0,0.0,839972590.0,11.0,11.0,청송사과축제2022
청송사과축제,2023,5,49000.0,71646.0,22.0,120668.0,24133.6,20018.8,20.6,100094.0,20574.0,40.61,59.37,0.02,20.55,경북,청송군,2023.0,경북,청송사과축제,759995880.0,0.0,759995880.0,11.0,11.0,청송사과축제2023
추억의충장축제,2018,3,70221.0,247882.0,275.0,318378.0,106126.0,,,,318378.0,22.06,77.86,0.09,0.0,광주,동구,2018.0,광주,추억의충장축제,1332130120.0,1010000000.0,322130120.0,1.0,12.0,추억의충장축제2018
추억의충장축제,2019,4,83828.0,296965.0,500.0,381293.0,95323.25,106126.0,-10.2,318378.0,62915.0,21.99,77.88,0.13,19.76,광주,동구,2019.0,광주,추억의충장축제,1435575.0,1170000.0,265575.0,10.0,10.0,추억의충장축제2019
추억의충장축제,2022,5,135397.0,301162.0,64.0,436623.0,87324.6,95323.25,-8.4,381293.0,55330.0,31.01,68.98,0.01,14.51,광주,동구,2022.0,광주,추억의충장축제,2932100062.0,2000000000.0,932100062.0,10.0,10.0,추억의충장축제2022
추억의충장축제,2023,5,142940.0,322490.0,373.0,465803.0,93160.6,87324.6,6.7,436623.0,29180.0,30.69,69.23,0.08,6.68,광주,동구,2022.0,광주,추억의충장축제,2932100062.0,2000000000.0,932100062.0,10.0,10.0,추억의충장축제2023
춘천마임축제,2018,8,159981.0,81311.0,320.0,241612.0,30201.5,,,,241612.0,66.21,33.65,0.13,0.0,강원,춘천시,2018.0,강원,춘천마임축제,603904212.0,103981690.0,499922522.0,5.0,5.0,춘천마임축제2018
춘천마임축제,2019,8,222199.0,106488.0,494.0,329181.0,41147.625,30201.5,36.2,241612.0,87569.0,67.5,32.35,0.15,36.24,강원,춘천시,2019.0,강원,춘천마임축제,719427440.0,119600000.0,599827440.0,5.0,6.0,춘천마임축제2019
춘천마임축제,2022,7,271117.0,118047.0,218.0,389382.0,55626.0,41147.625,35.2,329181.0,60201.0,69.63,30.32,0.06,18.29,강원,춘천시,2022.0,강원,춘천마임축제,621424029.0,0.0,621424029.0,5.0,5.0,춘천마임축제2022
춘천마임축제,2023,8,342704.0,139356.0,175.0,482235.0,60279.375,55626.0,8.4,389382.0,92853.0,71.07,28.9,0.04,23.85,강원,춘천시,2023.0,강원,춘천마임축제,637274368.0,45000000.0,592274368.0,5.0,6.0,춘천마임축제2023
탐라문화제,2018,5,58561.0,29402.0,3305.0,91268.0,18253.6,,,,91268.0,64.16,32.22,3.62,0.0,제주,제주시,2018.0,제주,탐라문화제,1199844430.0,0.0,1199844430.0,10.0,10.0,탐라문화제2018
탐라문화제,2019,5,64070.0,34070.0,3056.0,101196.0,20239.2,18253.6,10.9,91268.0,9928.0,63.31,33.67,3.02,10.88,제주,제주시,2019.0,제주,탐라문화제,1275000000.0,0.0,1275000000.0,10.0,10.0,탐라문화제2019
탐라문화제,2022,5,59157.0,38383.0,47.0,97587.0,19517.4,20239.2,-3.6,101196.0,-3609.0,60.62,39.33,0.05,-3.57,제주,제주시,2022.0,제주,탐라문화제,1515960050.0,0.0,1515960050.0,10.0,10.0,탐라문화제2022
탐라문화제,2023,5,74290.0,45637.0,2185.0,122112.0,24422.4,19517.4,25.1,97587.0,24525.0,60.84,37.37,1.79,25.13,제주,제주시,2023.0,제주,탐라문화제,1474767280.0,0.0,1474767280.0,10.0,10.0,탐라문화제2023
탐라입춘굿축제,2018,3,52203.0,18343.0,612.0,71158.0,23719.3333,,,,71158.0,73.36,25.78,0.86,0.0,제주,제주시,,,,,,,,,탐라입춘굿축제2018
탐라입춘굿축제,2019,3,86746.0,34981.0,2646.0,124373.0,41457.6667,23719.3333,74.8,71158.0,53215.0,69.75,28.13,2.13,74.78,제주,제주시,,,,,,,,,탐라입춘굿축제2019
탐라입춘굿축제,2023,3,59955.0,30104.0,12.0,90071.0,30023.6667,41457.6667,-27.6,124373.0,-34302.0,66.56,33.42,0.01,-27.58,제주,제주시,,,,,,,,,탐라입춘굿축제2023
태백산눈축제,2018,24,113341.0,197023.0,303.0,310667.0,12944.4583,,,,310667.0,36.48,63.42,0.1,0.0,강원,태백시,2018.0,강원,태백산눈축제,1277949000.0,108500000.0,1169449000.0,1.0,2.0,태백산눈축제2018
태백산눈축제,2019,17,85894.0,155777.0,198.0,241869.0,14227.5882,12944.4583,9.9,310667.0,-68798.0,35.51,64.41,0.08,-22.15,강원,태백시,2019.0,강원,태백산눈축제,1272739000.0,50000000.0,1222739000.0,1.0,2.0,태백산눈축제2019
태백산눈축제,2023,5,25413.0,59809.0,12.0,85234.0,17046.8,14227.5882,19.8,241869.0,-156635.0,29.82,70.17,0.01,-64.76,강원,태백시,2018.0,강원,태백산눈축제,1277949000.0,108500000.0,1169449000.0,1.0,2.0,태백산눈축제2023
통영한산대첩축제,2018,5,50971.0,49962.0,85.0,101018.0,20203.6,,,,101018.0,50.46,49.46,0.08,0.0,경남,통영시,2018.0,경남,통영한산대첩축제,1114367512.0,0.0,1114367512.0,8.0,8.0,통영한산대첩축제2018
통영한산대첩축제,2019,5,33529.0,29809.0,119.0,63457.0,12691.4,20203.6,-37.2,101018.0,-37561.0,52.84,46.98,0.19,-37.18,경남,통영시,2019.0,경남,통영한산대첩축제,1209000000.0,0.0,1209000000.0,8.0,8.0,통영한산대첩축제2019
통영한산대첩축제,2022,9,63027.0,68031.0,9.0,131067.0,14563.0,12691.4,14.7,63457.0,67610.0,48.09,51.91,0.01,106.54,경남,통영시,2022.0,경남,통영한산대첩축제,1019521140.0,0.0,1019521140.0,8.0,8.0,통영한산대첩축제2022
통영한산대첩축제,2023,9,57810.0,47444.0,27.0,105281.0,11697.8889,14563.0,-19.7,131067.0,-25786.0,54.91,45.06,0.03,-19.67,경남,통영시,2020.0,경남,통영한산대첩축제,300700267.0,188800000.0,111900267.0,8.0,8.0,통영한산대첩축제2023
평창송어축제,2019,37,182175.0,335266.0,5540.0,522981.0,14134.6216,,,,522981.0,34.83,64.11,1.06,0.0,강원,평창군,2019.0,강원,평창송어축제,140000000.0,91000000.0,49000000.0,12.0,2.0,평창송어축제2019
평창송어축제,2023,31,190819.0,268296.0,246.0,459361.0,14818.0968,14134.6216,4.8,522981.0,-63620.0,41.54,58.41,0.05,-12.16,강원,평창군,2018.0,강원,평창송어축제,654000000.0,110000000.0,544000000.0,12.0,2.0,평창송어축제2023
평창효석문화제,2018,9,48492.0,173348.0,502.0,222342.0,24704.6667,,,,222342.0,21.81,77.96,0.23,0.0,강원,평창군,2018.0,강원,평창효석문화제,883000000.0,260000000.0,623000000.0,9.0,9.0,평창효석문화제2018
평창효석문화제,2019,9,40734.0,152866.0,342.0,193942.0,21549.1111,24704.6667,-12.8,222342.0,-28400.0,21.0,78.82,0.18,-12.77,강원,평창군,2019.0,강원,평창효석문화제,696400000.0,119600000.0,576800000.0,9.0,9.0,평창효석문화제2019
평창효석문화제,2023,10,66107.0,155046.0,292.0,221445.0,22144.5,21549.1111,2.8,193942.0,27503.0,29.85,70.02,0.13,14.18,강원,평창군,2018.0,강원,평창효석문화제,883000000.0,260000000.0,623000000.0,9.0,9.0,평창효석문화제2023
포항국제불빛축제,2018,5,133265.0,127847.0,792.0,261904.0,52380.8,,,,261904.0,50.88,48.81,0.3,0.0,경북,포항시,2018.0,경북,국제불빛축제,800000000.0,60000000.0,740000000.0,7.0,7.0,포항국제불빛축제2018
포항국제불빛축제,2019,3,64250.0,84721.0,165.0,149136.0,49712.0,52380.8,-5.1,261904.0,-112768.0,43.08,56.81,0.11,-43.06,경북,포항시,2019.0,경북,국제불빛축제,940000000.0,140000000.0,800000000.0,5.0,6.0,포항국제불빛축제2019
포항국제불빛축제,2023,3,73874.0,126858.0,36.0,200768.0,66922.6667,49712.0,34.6,149136.0,51632.0,36.8,63.19,0.02,34.62,경북,포항시,2022.0,경북,국제불빛축제,370895000.0,0.0,370895000.0,9.0,9.0,포항국제불빛축제2023
하동야생차문화축제,2018,4,8621.0,39801.0,83.0,48505.0,12126.25,,,,48505.0,17.77,82.06,0.17,0.0,경남,하동군,2018.0,경남,하동야생차문화축제,525000000.0,0.0,525000000.0,5.0,5.0,하동야생차문화축제2018
하동야생차문화축제,2019,4,10381.0,31010.0,93.0,41484.0,10371.0,12126.25,-14.5,48505.0,-7021.0,25.02,74.75,0.22,-14.47,경남,하동군,2019.0,경남,하동야생차문화축제,701687000.0,0.0,701687000.0,5.0,5.0,하동야생차문화축제2019
하동야생차문화축제,2022,5,13412.0,51927.0,2.0,65341.0,13068.2,10371.0,26.0,41484.0,23857.0,20.53,79.47,0.0,57.51,경남,하동군,2022.0,경남,하동야생차문화축제,618091890.0,0.0,618091890.0,5.0,5.0,하동야생차문화축제2022
한산모시문화제,2018,4,20801.0,19163.0,15.0,39979.0,9994.75,,,,39979.0,52.03,47.93,0.04,0.0,충남,서천군,2018.0,충남,한산모시문화제,1082710030.0,170000000.0,912710030.0,6.0,6.0,한산모시문화제2018
한산모시문화제,2019,4,19404.0,18231.0,55.0,37690.0,9422.5,9994.75,-5.7,39979.0,-2289.0,51.48,48.37,0.15,-5.73,충남,서천군,2019.0,충남,한산모시문화제,1193000000.0,110000000.0,1083000000.0,6.0,6.0,한산모시문화제2019
한산모시문화제,2022,3,21062.0,17472.0,4.0,38538.0,12846.0,9422.5,36.3,37690.0,848.0,54.65,45.34,0.01,2.25,충남,서천군,2022.0,충남,한산모시문화제,1461548430.0,45000000.0,1416548430.0,6.0,6.0,한산모시문화제2022
한산모시문화제,2023,3,14713.0,15316.0,1.0,30030.0,10010.0,12846.0,-22.1,38538.0,-8508.0,48.99,51.0,0.0,-22.08,충남,서천군,2023.0,충남,한산모시문화제,831449000.0,0.0,831449000.0,6.0,6.0,한산모시문화제2023
한성백제문화제,2018,3,47308.0,64216.0,1960.0,113484.0,37828.0,,,,113484.0,41.69,56.59,1.73,0.0,서울,송파구,2018.0,서울,한성백제문화제,484827810.0,0.0,484827810.0,10.0,10.0,한성백제문화제2018
한성백제문화제,2019,3,42456.0,71618.0,610.0,114684.0,38228.0,37828.0,1.1,113484.0,1200.0,37.02,62.45,0.53,1.06,서울,송파구,2019.0,서울,한성백제문화제,695733550.0,220000000.0,475733550.0,9.0,9.0,한성백제문화제2019
한성백제문화제,2022,3,43820.0,109174.0,128.0,153122.0,51040.6667,38228.0,33.5,114684.0,38438.0,28.62,71.3,0.08,33.52,서울,송파구,2022.0,서울,한성백제문화제,1310823320.0,220000000.0,1090823320.0,9.0,10.0,한성백제문화제2022
한성백제문화제,2023,3,62333.0,114060.0,629.0,177022.0,59007.3333,51040.6667,15.6,153122.0,23900.0,35.21,64.43,0.36,15.61,서울,송파구,2023.0,서울,한성백제문화제,1256519000.0,85000000.0,1171519000.0,9.0,9.0,한성백제문화제2023
함평나비축제,2018,11,66910.0,181706.0,61.0,248677.0,22607.0,,,,248677.0,26.91,73.07,0.02,0.0,전남,함평군,2018.0,전남,함평나비대축제,977834000.0,799637000.0,178197000.0,4.0,5.0,함평나비축제2018
함평나비축제,2019,11,63151.0,218551.0,89.0,281791.0,25617.3636,22607.0,13.3,248677.0,33114.0,22.41,77.56,0.03,13.32,전남,함평군,2019.0,전남,함평나비대축제,890901000.0,954698000.0,-63797000.0,4.0,5.0,함평나비축제2019
함평나비축제,2022,10,68659.0,180040.0,3.0,248702.0,24870.2,25617.3636,-2.9,281791.0,-33089.0,27.61,72.39,0.0,-11.74,전남,함평군,2022.0,전남,함평나비대축제,951548780.0,0.0,951548780.0,4.0,5.0,함평나비축제2022
함평나비축제,2023,10,82511.0,181852.0,42.0,264405.0,26440.5,24870.2,6.3,248702.0,15703.0,31.21,68.78,0.02,6.31,전남,함평군,2023.0,전남,함평나비대축제,1285900000.0,0.0,1285900000.0,4.0,5.0,함평나비축제2023
화성뱃놀이축제,2018,9,82569.0,158957.0,574.0,242100.0,26900.0,,,,242100.0,34.11,65.66,0.24,0.0,경기,화성시,2018.0,경기,화성뱃놀이축제,1958143740.0,0.0,1958143740.0,5.0,6.0,화성뱃놀이축제2018
화성뱃놀이축제,2019,5,42654.0,90590.0,295.0,133539.0,26707.8,26900.0,-0.7,242100.0,-108561.0,31.94,67.84,0.22,-44.84,경기,화성시,2019.0,경기,화성뱃놀이축제,2196916980.0,168348670.0,2028568310.0,6.0,6.0,화성뱃놀이축제2019
