축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율,도,시군구,회계연도,지역명,행사축제명,총비용,사업수익,순원가,시작월,종료월,index
보성다향대축제,2019,5,39497.0,60576.0,280.0,100353.0,20070.6,15966.6,25.7,79833.0,20520.0,39.36,60.36,0.28,25.7,전남,보성군,2019.0,전남,보성다향대축제,870000000.0,0.0,870000000.0,5.0,5.0,보성다향대축제2019
보성다향대축제,2023,9,84619.0,95324.0,91.0,180034.0,20003.7778,20070.6,-0.3,100353.0,79681.0,47.0,52.95,0.05,79.4,전남,보성군,2023.0,전남,보성다향대축제,929003170.0,0.0,929003170.0,4.0,5.0,보성다향대축제2023
봉화은어축제,2018,8,57928.0,97542.0,73.0,155543.0,19442.875,,,,155543.0,37.24,62.71,0.05,0.0,경북,봉화군,2018.0,경북,봉화은어축제,1475114560.0,0.0,1475114560.0,7.0,8.0,봉화은어축제2018
봉화은어축제,2019,9,70603.0,131580.0,167.0,202350.0,22483.3333,19442.875,15.6,155543.0,46807.0,34.89,65.03,0.08,30.09,경북,봉화군,2019.0,경북,봉화은어축제,2031275630.0,0.0,2031275630.0,7.0,8.0,봉화은어축제2019
봉화은어축제,2022,9,70602.0,113172.0,7.0,183781.0,20420.1111,22483.3333,-9.2,202350.0,-18569.0,38.42,61.58,0.0,-9.18,경북,봉화군,2022.0,경북,봉화은어축제,1660122016.0,0.0,1660122016.0,7.0,8.0,봉화은어축제2022
부안마실축제,2018,3,56458.0,61192.0,47.0,117697.0,39232.3333,,,,117697.0,47.97,51.99,0.04,0.0,전북,부안군,2018.0,전북,부안마실축제,886684960.0,190000000.0,696684960.0,5.0,5.0,부안마실축제2018
부안마실축제,2019,3,59555.0,65809.0,221.0,125585.0,41861.6667,39232.3333,6.7,117697.0,7888.0,47.42,52.4,0.18,6.7,전북,부안군,2019.0,전북,부안마실축제,906075000.0,205000000.0,701075000.0,5.0,5.0,부안마실축제2019
부안마실축제,2022,27,478322.0,144371.0,59.0,622752.0,23064.8889,41861.6667,-44.9,125585.0,497167.0,76.81,23.18,0.01,395.88,전북,부안군,2023.0,전북,부안마실축제,1090204320.0,200000000.0,890204320.0,5.0,5.0,부안마실축제2022
부안마실축제,2023,3,67163.0,36567.0,8.0,103738.0,34579.3333,23064.8889,49.9,622752.0,-519014.0,64.74,35.25,0.01,-83.34,전북,부안군,2023.0,전북,부안마실축제,1090204320.0,200000000.0,890204320.0,5.0,5.0,부안마실축제2023
부천국제만화축제,2019,5,351816.0,275942.0,1239.0,628997.0,125799.4,,,,628997.0,55.93,43.87,0.2,0.0,경기,부천시,2019.0,경기,부천국제만화축제,724273000.0,55000000.0,669273000.0,8.0,8.0,부천국제만화축제2019
부천국제만화축제,2022,4,326099.0,171386.0,103.0,497588.0,124397.0,125799.4,-1.1,628997.0,-131409.0,65.54,34.44,0.02,-20.89,경기,부천시,2022.0,경기,부천국제만화축제,494486717.0,80000000.0,414486717.0,9.0,10.0,부천국제만화축제2022
부천국제만화축제,2023,4,325375.0,156454.0,481.0,482310.0,120577.5,124397.0,-3.1,497588.0,-15278.0,67.46,32.44,0.1,-3.07,경기,부천시,2023.0,경기,부천국제만화축제,680039619.0,100000000.0,580039619.0,9.0,9.0,부천국제만화축제2023
부평풍물대축제,2018,3,148214.0,127463.0,543.0,276220.0,92073.3333,,,,276220.0,53.66,46.15,0.2,0.0,인천,부평구,2018.0,인천,부평풍물대축제,625851010.0,0.0,625851010.0,10.0,10.0,부평풍물대축제2018
부평풍물대축제,2022,3,155859.0,115042.0,153.0,271054.0,90351.3333,92073.3333,-1.9,276220.0,-5166.0,57.5,42.44,0.06,-1.87,인천,부평구,2022.0,인천,부평풍물대축제,599488840.0,200000000.0,399488840.0,9.0,10.0,부평풍물대축제2022
부평풍물대축제,2023,3,143757.0,115587.0,284.0,259628.0,86542.6667,90351.3333,-4.2,271054.0,-11426.0,55.37,44.52,0.11,-4.22,인천,부평구,2023.0,인천,부평풍물대축제,703710000.0,200000000.0,503710000.0,9.0,9.0,부평풍물대축제2023
산청한방약초축제,2018,12,28143.0,58344.0,399.0,86886.0,7240.5,,,,86886.0,32.39,67.15,0.46,0.0,경남,산청군,2018.0,경남,산청한방약초축제,2034511832.0,400000000.0,1634511832.0,9.0,10.0,산청한방약초축제2018
산청한방약초축제,2019,13,29375.0,58742.0,277.0,88394.0,6799.5385,7240.5,-6.1,86886.0,1508.0,33.23,66.45,0.31,1.74,경남,산청군,2019.0,경남,산청한방약초축제,2167000000.0,467000000.0,1700000000.0,9.0,10.0,산청한방약초축제2019
산청한방약초축제,2022,11,37706.0,87599.0,6.0,125311.0,11391.9091,6799.5385,67.5,88394.0,36917.0,30.09,69.91,0.0,41.76,경남,산청군,2022.0,경남,산청한방약초축제,2394390740.0,120000000.0,2274390740.0,9.0,10.0,산청한방약초축제2022
산청한방약초축제,2023,5,18100.0,53122.0,62.0,71284.0,14256.8,11391.9091,25.1,125311.0,-54027.0,25.39,74.52,0.09,-43.11,경남,산청군,2023.0,경남,산청한방약초축제,2840643500.0,56216880.0,2784426620.0,10.0,10.0,산청한방약초축제2023
서산해미읍성축제,2018,3,42045.0,44467.0,69.0,86581.0,28860.3333,,,,86581.0,48.56,51.36,0.08,0.0,충남,서산시,2018.0,충남,서산해미읍성축제,880000000.0,0.0,880000000.0,10.0,10.0,서산해미읍성축제2018
서산해미읍성축제,2019,3,41976.0,56389.0,45.0,98410.0,32803.3333,28860.3333,13.7,86581.0,11829.0,42.65,57.3,0.05,13.66,충남,서산시,2019.0,충남,서산해미읍성축제,900000000.0,0.0,900000000.0,10.0,10.0,서산해미읍성축제2019
서산해미읍성축제,2022,3,41519.0,44649.0,20.0,86188.0,28729.3333,32803.3333,-12.4,98410.0,-12222.0,48.17,51.8,0.02,-12.42,충남,서산시,2022.0,충남,서산해미읍성축제,1114648150.0,0.0,1114648150.0,10.0,10.0,서산해미읍성축제2022
서산해미읍성축제,2023,3,43239.0,46942.0,40.0,90221.0,30073.6667,28729.3333,4.7,86188.0,4033.0,47.93,52.03,0.04,4.68,충남,서산시,2023.0,충남,서산해미읍성축제,1643717000.0,0.0,1643717000.0,10.0,10.0,서산해미읍성축제2023
석장리세계구석기축제,2018,4,27628.0,39349.0,14.0,66991.0,16747.75,,,,66991.0,41.24,58.74,0.02,0.0,충남,공주시,2018.0,충남,석장리 구석기 축제,700000000.0,127567000.0,572433000.0,5.0,5.0,석장리세계구석기축제2018
석장리세계구석기축제,2019,4,34880.0,52960.0,12.0,87852.0,21963.0,16747.75,31.1,66991.0,20861.0,39.7,60.28,0.01,31.14,충남,공주시,2019.0,충남,석장리 구석기 축제,600000000.0,119970187.0,480029813.0,5.0,5.0,석장리세계구석기축제2019
석장리세계구석기축제,2022,4,37608.0,39184.0,2.0,76794.0,19198.5,21963.0,-12.6,87852.0,-11058.0,48.97,51.02,0.0,-12.59,충남,공주시,2022.0,충남,석장리 구석기 축제,1075376710.0,45243078.0,1030133632.0,5.0,5.0,석장리세계구석기축제2022
석장리세계구석기축제,2023,3,30681.0,23278.0,10.0,53969.0,17989.6667,19198.5,-6.3,76794.0,-22825.0,56.85,43.13,0.02,-29.72,충남,공주시,2023.0,충남,석장리 구석기 축제,1022123400.0,0.0,1022123400.0,5.0,5.0,석장리세계구석기축제2023
세종축제,2018,3,62888.0,27316.0,51.0,90255.0,30085.0,,,,90255.0,69.68,30.27,0.06,0.0,세종시,세종시,2018.0,세종,세종축제,1209879720.0,0.0,1209879720.0,10.0,10.0,세종축제2018
세종축제,2019,5,161641.0,56106.0,175.0,217922.0,43584.4,30085.0,44.9,90255.0,127667.0,74.17,25.75,0.08,141.45,세종시,세종시,2019.0,세종,세종축제,1000000000.0,0.0,1000000000.0,10.0,10.0,세종축제2019
세종축제,2022,4,130440.0,66508.0,22.0,196970.0,49242.5,43584.4,13.0,217922.0,-20952.0,66.22,33.77,0.01,-9.61,세종시,세종시,2022.0,세종,세종축제,899634000.0,0.0,899634000.0,10.0,10.0,세종축제2022
세종축제,2023,4,123830.0,62219.0,45.0,186094.0,46523.5,49242.5,-5.5,196970.0,-10876.0,66.54,33.43,0.02,-5.52,세종시,세종시,2023.0,세종,세종축제,1169405000.0,0.0,1169405000.0,10.0,10.0,세종축제2023
소래포구축제,2018,3,90723.0,60220.0,489.0,151432.0,50477.3333,,,,151432.0,59.91,39.77,0.32,0.0,인천,남동구,2018.0,인천,소래포구축제,459839410.0,0.0,459839410.0,10.0,10.0,소래포구축제2018
소래포구축제,2022,3,85990.0,50898.0,124.0,137012.0,45670.6667,50477.3333,-9.5,151432.0,-14420.0,62.76,37.15,0.09,-9.52,인천,남동구,2022.0,인천,소래포구축제,678471590.0,100000000.0,578471590.0,10.0,10.0,소래포구축제2022
소래포구축제,2023,3,91933.0,60127.0,290.0,152350.0,50783.3333,45670.6667,11.2,137012.0,15338.0,60.34,39.47,0.19,11.19,인천,남동구,2023.0,인천,소래포구축제,628646970.0,29315510.0,599331460.0,9.0,9.0,소래포구축제2023
수성못페스티벌,2018,3,107064.0,116196.0,192.0,223452.0,74484.0,,,,223452.0,47.91,52.0,0.09,0.0,대구,대구,2019.0,대구,수성못 페스티벌,304927540.0,0.0,304927540.0,9.0,9.0,수성못페스티벌2018
수성못페스티벌,2019,3,102343.0,116830.0,289.0,219462.0,73154.0,74484.0,-1.8,223452.0,-3990.0,46.63,53.23,0.13,-1.79,대구,대구,2019.0,대구,수성못 페스티벌,304927540.0,0.0,304927540.0,9.0,9.0,수성못페스티벌2019
수성못페스티벌,2022,3,119484.0,140629.0,28.0,260141.0,86713.6667,73154.0,18.5,219462.0,40679.0,45.93,54.06,0.01,18.54,대구,대구,2022.0,대구,수성못 페스티벌,362149119.0,0.0,362149119.0,9.0,9.0,수성못페스티벌2022
수성못페스티벌,2023,3,107473.0,115723.0,170.0,223366.0,74455.3333,86713.6667,-14.1,260141.0,-36775.0,48.12,51.81,0.08,-14.14,대구,대구,2023.0,대구,수성못 페스티벌,436612280.0,10000000.0,426612280.0,9.0,9.0,수성못페스티벌2023
수원화성문화제,2018,3,49361.0,123877.0,1327.0,174565.0,58188.3333,,,,174565.0,28.28,70.96,0.76,0.0,경기,수원시,2018.0,경기,수원화성문화제,1626876470.0,123904090.0,1502972380.0,10.0,10.0,수원화성문화제2018
수원화성문화제,2019,4,63144.0,185079.0,1909.0,250132.0,62533.0,58188.3333,7.5,174565.0,75567.0,25.24,73.99,0.76,43.29,경기,수원시,2019.0,경기,수원화성문화제,1671346200.0,162293650.0,1509052550.0,10.0,10.0,수원화성문화제2019
수원화성문화제,2022,3,49918.0,148169.0,70.0,198157.0,66052.3333,62533.0,5.6,250132.0,-51975.0,25.19,74.77,0.04,-20.78,경기,수원시,2022.0,경기,수원화성문화제,1429100306.0,49245980.0,1379854326.0,10.0,10.0,수원화성문화제2022
수원화성문화제,2023,3,60885.0,195416.0,622.0,256923.0,85641.0,66052.3333,29.7,198157.0,58766.0,23.7,76.06,0.24,29.66,경기,수원시,2023.0,경기,수원화성문화제,1429100306.0,48259670.0,1380840636.0,10.0,10.0,수원화성문화제2023
순창장류축제,2018,3,21077.0,45997.0,64.0,67138.0,22379.3333,,,,67138.0,31.39,68.51,0.1,0.0,전북,순창군,2018.0,전북,순창장류축제,849930570.0,150000000.0,699930570.0,10.0,10.0,순창장류축제2018
순창장류축제,2019,3,21171.0,47441.0,22.0,68634.0,22878.0,22379.3333,2.2,67138.0,1496.0,30.85,69.12,0.03,2.23,전북,순창군,2019.0,전북,순창장류축제,849992431.0,150000000.0,699992431.0,10.0,10.0,순창장류축제2019
순창장류축제,2022,3,30150.0,53900.0,2.0,84052.0,28017.3333,22878.0,22.5,68634.0,15418.0,35.87,64.13,0.0,22.46,전북,순창군,2022.0,전북,순창장류축제,1000000000.0,0.0,1000000000.0,10.0,10.0,순창장류축제2022
순창장류축제,2023,3,30582.0,43492.0,56.0,74130.0,24710.0,28017.3333,-11.8,84052.0,-9922.0,41.25,58.67,0.08,-11.8,전북,순창군,2023.0,전북,순창장류축제,1050000000.0,0.0,1050000000.0,10.0,10.0,순창장류축제2023
시흥갯골축제,2018,3,24690.0,14756.0,55.0,39501.0,13167.0,,,,39501.0,62.5,37.36,0.14,0.0,경기,시흥시,2018.0,경기,갯골축제,720000000.0,120000000.0,600000000.0,9.0,9.0,시흥갯골축제2018
시흥갯골축제,2019,3,24492.0,17073.0,50.0,41615.0,13871.6667,13167.0,5.4,39501.0,2114.0,58.85,41.03,0.12,5.35,경기,시흥시,2019.0,경기,갯골축제,847635000.0,138000000.0,709635000.0,9.0,9.0,시흥갯골축제2019
시흥갯골축제,2022,3,47644.0,23541.0,12.0,71197.0,23732.3333,13871.6667,71.1,41615.0,29582.0,66.92,33.06,0.02,71.08,경기,시흥시,,,,,,,,,시흥갯골축제2022
시흥갯골축제,2023,3,59972.0,28275.0,33.0,88280.0,29426.6667,23732.3333,24.0,71197.0,17083.0,67.93,32.03,0.04,23.99,경기,시흥시,2023.0,경기,갯골축제,859799150.0,0.0,859799150.0,1.0,12.0,시흥갯골축제2023
안동탈춤축제,2018,10,281442.0,123388.0,3368.0,408198.0,40819.8,,,,408198.0,68.95,30.23,0.83,0.0,경북,안동시,2018.0,경북,안동민속축제,337000000.0,0.0,337000000.0,9.0,10.0,안동탈춤축제2018
안동탈춤축제,2019,10,280924.0,144493.0,2428.0,427845.0,42784.5,40819.8,4.8,408198.0,19647.0,65.66,33.77,0.57,4.81,경북,안동시,2019.0,경북,안동민속축제,337000000.0,0.0,337000000.0,9.0,10.0,안동탈춤축제2019
안동탈춤축제,2022,5,166398.0,87333.0,42.0,253773.0,50754.6,42784.5,18.6,427845.0,-174072.0,65.57,34.41,0.02,-40.69,경북,안동시,2022.0,경북,안동민속축제,337000000.0,0.0,337000000.0,9.0,10.0,안동탈춤축제2022
안동탈춤축제,2023,8,233513.0,127305.0,836.0,361654.0,45206.75,50754.6,-10.9,253773.0,107881.0,64.57,35.2,0.23,42.51,경북,안동시,2023.0,경북,안동민속축제,770000000.0,0.0,770000000.0,5.0,5.0,안동탈춤축제2023
안성맞춤남사당바우덕이축제,2018,5,70203.0,50112.0,508.0,120823.0,24164.6,,,,120823.0,58.1,41.48,0.42,0.0,경기,안성시,2018.0,경기,안성맞춤 남사당 바우덕이 축제,1443605530.0,178900000.0,1264705530.0,10.0,10.0,안성맞춤남사당바우덕이축제2018
안성맞춤남사당바우덕이축제,2022,4,68612.0,56939.0,24.0,125575.0,31393.75,24164.6,29.9,120823.0,4752.0,54.64,45.34,0.02,3.93,경기,안성시,2022.0,경기,안성맞춤 남사당 바우덕이 축제,1678590000.0,0.0,1678590000.0,9.0,10.0,안성맞춤남사당바우덕이축제2022
안성맞춤남사당바우덕이축제,2023,4,64370.0,52108.0,66.0,116544.0,29136.0,31393.75,-7.2,125575.0,-9031.0,55.23,44.71,0.06,-7.19,경기,안성시,2023.0,경기,안성맞춤 남사당 바우덕이 축제,1935560900.0,0.0,1935560900.0,10.0,10.0,안성맞춤남사당바우덕이축제2023
알프스하동섬진강문화재첩축제,2018,3,18316.0,16480.0,18.0,34814.0,11604.6667,,,,34814.0,52.61,47.34,0.05,0.0,경남,하동군,2018.0,경남,알프스하동섬진강재첩축제,350000000.0,0.0,350000000.0,7.0,7.0,알프스하동섬진강문화재첩축제2018
알프스하동섬진강문화재첩축제,2019,3,18988.0,25158.0,93.0,44239.0,14746.3333,11604.6667,27.1,34814.0,9425.0,42.92,56.87,0.21,27.07,경남,하동군,2019.0,경남,알프스하동섬진강재첩축제,348786000.0,0.0,348786000.0,7.0,7.0,알프스하동섬진강문화재첩축제2019
알프스하동섬진강문화재첩축제,2022,3,24724.0,26869.0,1.0,51594.0,17198.0,14746.3333,16.6,44239.0,7355.0,47.92,52.08,0.0,16.63,경남,하동군,2022.0,경남,알프스하동섬진강재첩축제,502387820.0,0.0,502387820.0,8.0,8.0,알프스하동섬진강문화재첩축제2022
알프스하동섬진강문화재첩축제,2023,3,24278.0,25580.0,20.0,49878.0,16626.0,17198.0,-3.3,51594.0,-1716.0,48.67,51.29,0.04,-3.33,경남,하동군,2023.0,경남,알프스하동섬진강재첩축제,502387820.0,0.0,502387820.0,8.0,8.0,알프스하동섬진강문화재첩축제2023
양양송이축제,2018,4,60444.0,74421.0,172.0,135037.0,33759.25,,,,135037.0,44.76,55.11,0.13,0.0,강원,양양군,2018.0,강원,양양 송이 축제,529505980.0,26735350.0,502770630.0,9.0,10.0,양양송이축제2018
양양송이축제,2019,4,57337.0,75702.0,101.0,133140.0,33285.0,33759.25,-1.4,135037.0,-1897.0,43.07,56.86,0.08,-1.4,강원,양양군,2019.0,강원,양양 송이 축제,529753860.0,26409879.0,503343981.0,9.0,9.0,양양송이축제2019
양양송이축제,2022,3,61130.0,92151.0,74.0,153355.0,51118.3333,33285.0,53.6,133140.0,20215.0,39.86,60.09,0.05,15.18,강원,양양군,2022.0,강원,양양 송이 축제,544969610.0,0.0,544969610.0,9.0,10.0,양양송이축제2022
양양송이축제,2023,5,106882.0,102085.0,133.0,209100.0,41820.0,51118.3333,-18.2,153355.0,55745.0,51.12,48.82,0.06,36.35,강원,양양군,2023.0,강원,양양 송이 축제,530117680.0,0.0,530117680.0,10.0,10.0,양양송이축제2023
여주오곡나루축제,2018,3,51532.0,34818.0,50.0,86400.0,28800.0,,,,86400.0,59.64,40.3,0.06,0.0,경기,여주시,2018.0,경기,여주오곡나루축제,908229000.0,160000000.0,748229000.0,10.0,10.0,여주오곡나루축제2018
여주오곡나루축제,2022,3,71994.0,42871.0,9.0,114874.0,38291.3333,28800.0,33.0,86400.0,28474.0,62.67,37.32,0.01,32.96,경기,여주시,2022.0,경기,여주오곡나루축제,904781000.0,0.0,904781000.0,10.0,10.0,여주오곡나루축제2022
여주오곡나루축제,2023,3,79535.0,45934.0,43.0,125512.0,41837.3333,38291.3333,9.3,114874.0,10638.0,63.37,36.6,0.03,9.26,경기,여주시,2023.0,경기,여주오곡나루축제,1036454000.0,45000000.0,991454000.0,10.0,10.0,여주오곡나루축제2023
연천구석기축제,2018,4,60947.0,74018.0,49.0,135014.0,33753.5,,,,135014.0,45.14,54.82,0.04,0.0,경기,연천군,2018.0,경기,연천전곡리 구석기축제,784100000.0,31848000.0,752252000.0,5.0,5.0,연천구석기축제2018
연천구석기축제,2019,4,60630.0,74238.0,88.0,134956.0,33739.0,33753.5,-0.0,135014.0,-58.0,44.93,55.01,0.07,-0.04,경기,연천군,2019.0,경기,연천전곡리 구석기축제,875365010.0,0.0,875365010.0,5.0,5.0,연천구석기축제2019
연천구석기축제,2022,4,69787.0,64754.0,15.0,134556.0,33639.0,33739.0,-0.3,134956.0,-400.0,51.86,48.12,0.01,-0.3,경기,연천군,2022.0,경기,연천전곡리 구석기축제,869497780.0,45000000.0,824497780.0,10.0,10.0,연천구석기축제2022
연천구석기축제,2023,4,69462.0,64777.0,18.0,134257.0,33564.25,33639.0,-0.2,134556.0,-299.0,51.74,48.25,0.01,-0.22,경기,연천군,2023.0,경기,연천전곡리 구석기축제,1780915780.0,105948000.0,1674967780.0,5.0,5.0,연천구석기축제2023
영덕대게축제,2018,4,25398.0,66853.0,145.0,92396.0,23099.0,,,,92396.0,27.49,72.35,0.16,0.0,경북,영덕군,2018.0,경북,영덕대게축제,640000000.0,0.0,640000000.0,3.0,3.0,영덕대게축제2018
영덕대게축제,2019,4,27955.0,61096.0,124.0,89175.0,22293.75,23099.0,-3.5,92396.0,-3221.0,31.35,68.51,0.14,-3.49,경북,영덕군,2019.0,경북,영덕대게축제,740000000.0,140000000.0,600000000.0,3.0,3.0,영덕대게축제2019
영덕대게축제,2023,3,24321.0,88025.0,10.0,112356.0,37452.0,22293.75,68.0,89175.0,23181.0,21.65,78.34,0.01,25.99,경북,영덕군,2023.0,경북,영덕대게축제,670000.0,0.0,670000.0,2.0,2.0,영덕대게축제2023
영도다리축제,2018,3,49153.0,50768.0,1127.0,101048.0,33682.6667,,,,101048.0,48.64,50.24,1.12,0.0,부산,영도구,2018.0,부산,영도다리축제,305000000.0,55000000.0,250000000.0,10.0,10.0,영도다리축제2018
영도다리축제,2019,3,53349.0,32784.0,604.0,86737.0,28912.3333,33682.6667,-14.2,101048.0,-14311.0,61.51,37.8,0.7,-14.16,부산,영도구,2019.0,부산,영도다리축제,332500000.0,45000000.0,287500000.0,10.0,10.0,영도다리축제2019
영도다리축제,2022,3,62502.0,36257.0,42.0,98801.0,32933.6667,28912.3333,13.9,86737.0,12064.0,63.26,36.7,0.04,13.91,부산,영도구,2022.0,부산,영도다리축제,432500000.0,64000000.0,368500000.0,10.0,10.0,영도다리축제2022
영도다리축제,2023,3,60899.0,36403.0,1258.0,98560.0,32853.3333,32933.6667,-0.2,98801.0,-241.0,61.79,36.93,1.28,-0.24,부산,영도구,2023.0,부산,영도다리축제,413500000.0,0.0,413500000.0,10.0,10.0,영도다리축제2023
영동난계국악축제,2018,4,92918.0,44896.0,33.0,137847.0,34461.75,,,,137847.0,67.41,32.57,0.02,0.0,충북,영동군,2018.0,충북,영동난계국악축제,1149290650.0,190000000.0,959290650.0,10.0,10.0,영동난계국악축제2018
영동난계국악축제,2019,4,88518.0,45423.0,378.0,134319.0,33579.75,34461.75,-2.6,137847.0,-3528.0,65.9,33.82,0.28,-2.56,충북,영동군,2019.0,충북,영동난계국악축제,1110000000.0,160000000.0,950000000.0,10.0,10.0,영동난계국악축제2019
영동난계국악축제,2022,4,99615.0,48682.0,155.0,148452.0,37113.0,33579.75,10.5,134319.0,14133.0,67.1,32.79,0.1,10.52,충북,영동군,2023.0,충북,영동난계국악축제,1099199780.0,0.0,1099199780.0,10.0,10.0,영동난계국악축제2022
영동난계국악축제,2023,4,102361.0,46733.0,122.0,149216.0,37304.0,37113.0,0.5,148452.0,764.0,68.6,31.32,0.08,0.51,충북,영동군,2023.0,충북,영동난계국악축제,1099199780.0,0.0,1099199780.0,10.0,10.0,영동난계국악축제2023
영산강서창들녘억새축제,2018,3,52910.0,68684.0,135.0,121729.0,40576.3333,,,,121729.0,43.47,56.42,0.11,0.0,광주,서구,2023.0,광주,영산강 서창들녘 억새축제,372077800.0,0.0,372077800.0,10.0,10.0,영산강서창들녘억새축제2018
영산강서창들녘억새축제,2019,3,51733.0,67105.0,44.0,118882.0,39627.3333,40576.3333,-2.3,121729.0,-2847.0,43.52,56.45,0.04,-2.34,광주,서구,2023.0,광주,영산강 서창들녘 억새축제,372077800.0,0.0,372077800.0,10.0,10.0,영산강서창들녘억새축제2019
영산강서창들녘억새축제,2022,4,77392.0,87811.0,16.0,165219.0,41304.75,39627.3333,4.2,118882.0,46337.0,46.84,53.15,0.01,38.98,광주,서구,2023.0,광주,영산강 서창들녘 억새축제,372077800.0,0.0,372077800.0,10.0,10.0,영산강서창들녘억새축제2022
영산강서창들녘억새축제,2023,5,103247.0,108290.0,60.0,211597.0,42319.4,41304.75,2.5,165219.0,46378.0,48.79,51.18,0.03,28.07,광주,서구,2023.0,광주,영산강 서창들녘 억새축제,372077800.0,0.0,372077800.0,10.0,10.0,영산강서창들녘억새축제2023
영암왕인문화축제,2018,4,22126.0,35965.0,26.0,58117.0,14529.25,,,,58117.0,38.07,61.88,0.04,0.0,전남,영암군,2018.0,전남,왕인문화 축제,970000000.0,80000000.0,890000000.0,4.0,4.0,영암왕인문화축제2018
영암왕인문화축제,2019,4,30602.0,70264.0,93.0,100959.0,25239.75,14529.25,73.7,58117.0,42842.0,30.31,69.6,0.09,73.72,전남,영암군,2019.0,전남,왕인문화 축제,980000000.0,70000000.0,910000000.0,4.0,4.0,영암왕인문화축제2019
영암왕인문화축제,2023,4,35281.0,86880.0,5.0,122166.0,30541.5,25239.75,21.0,100959.0,21207.0,28.88,71.12,0.0,21.01,전남,영암군,2023.0,전남,왕인문화 축제,989998200.0,0.0,989998200.0,3.0,4.0,영암왕인문화축제2023
영주풍기인삼축제,2018,9,116342.0,131075.0,255.0,247672.0,27519.1111,,,,247672.0,46.97,52.92,0.1,0.0,경북,영주시,2018.0,경북,영주풍기인삼축제,740000000.0,20000000.0,720000000.0,10.0,10.0,영주풍기인삼축제2018
영주풍기인삼축제,2019,9,25727.0,14786.0,91.0,40604.0,4511.5556,27519.1111,-83.6,247672.0,-207068.0,63.36,36.42,0.22,-83.61,경북,영주시,2019.0,경북,영주풍기인삼축제,950000000.0,5000000.0,945000000.0,10.0,10.0,영주풍기인삼축제2019
영주풍기인삼축제,2022,24,308066.0,286599.0,35.0,594700.0,24779.1667,4511.5556,449.2,40604.0,554096.0,51.8,48.19,0.01,1364.63,경북,영주시,2023.0,경북,영주풍기인삼축제,810000000.0,0.0,810000000.0,10.0,10.0,영주풍기인삼축제2022
영주풍기인삼축제,2023,9,106995.0,84936.0,124.0,192055.0,21339.4444,24779.1667,-13.9,594700.0,-402645.0,55.71,44.22,0.06,-67.71,경북,영주시,2023.0,경북,영주풍기인삼축제,810000000.0,0.0,810000000.0,10.0,10.0,영주풍기인삼축제2023
울산고래축제,2018,4,77623.0,59803.0,679.0,138105.0,34526.25,,,,138105.0,56.21,43.3,0.49,0.0,울산,남구,2018.0,울산,울산고래축제,1513174000.0,0.0,1513174000.0,7.0,7.0,울산고래축제2018
울산고래축제,2019,3,50104.0,54835.0,593.0,105532.0,35177.3333,34526.25,1.9,138105.0,-32573.0,47.48,51.96,0.56,-23.59,울산,남구,2019.0,울산,울산고래축제,1449175340.0,0.0,1449175340.0,6.0,6.0,울산고래축제2019
울산고래축제,2022,4,85235.0,70133.0,33.0,155401.0,38850.25,35177.3333,10.4,105532.0,49869.0,54.85,45.13,0.02,47.25,울산,남구,2022.0,울산,울산고래축제,1250000000.0,250000000.0,1000000000.0,10.0,10.0,울산고래축제2022
울산고래축제,2023,4,82804.0,68240.0,419.0,151463.0,37865.75,38850.25,-2.5,155401.0,-3938.0,54.67,45.05,0.28,-2.53,울산,남구,2023.0,울산,울산고래축제,1430703960.0,250000000.0,1180703960.0,5.0,5.0,울산고래축제2023
울산쇠부리축제,2018,3,102607.0,99539.0,1047.0,203193.0,67731.0,,,,203193.0,50.5,48.99,0.52,0.0,울산,북구,2018.0,울산,울산쇠부리축제,588000000.0,200000000.0,388000000.0,5.0,5.0,울산쇠부리축제2018
울산쇠부리축제,2019,3,52770.0,16940.0,17.0,69727.0,23242.3333,67731.0,-65.7,203193.0,-133466.0,75.68,24.29,0.02,-65.68,울산,북구,2019.0,울산,울산쇠부리축제,591000000.0,200000000.0,391000000.0,5.0,5.0,울산쇠부리축제2019
울산쇠부리축제,2022,3,60740.0,22997.0,2.0,83739.0,27913.0,23242.3333,20.1,69727.0,14012.0,72.53,27.46,0.0,20.1,울산,북구,2022.0,울산,울산쇠부리축제,599927210.0,199975730.0,399951480.0,5.0,5.0,울산쇠부리축제2022
울산쇠부리축제,2023,3,60265.0,20447.0,13.0,80725.0,26908.3333,27913.0,-3.6,83739.0,-3014.0,74.65,25.33,0.02,-3.6,울산,북구,2023.0,울산,울산쇠부리축제,599974594.0,200000000.0,399974594.0,5.0,5.0,울산쇠부리축제2023
울산옹기축제,2018,4,64884.0,43019.0,378.0,108281.0,27070.25,,,,108281.0,59.92,39.73,0.35,0.0,울산,울주군,2018.0,울산,울산옹기축제,712500000.0,20000000.0,692500000.0,5.0,5.0,울산옹기축제2018
