축제명,연령대,남성비율,여성비율
연천구석기축제,70세 이상,2.7,2.4
연천구석기축제,60~69세,8.0,6.1
연천구석기축제,50~59세,10.9,9.8
연천구석기축제,40~49세,9.7,8.2
연천구석기축제,30~39세,7.6,6.9
연천구석기축제,20~29세,11.0,5.9
연천구석기축제,10~19세,4.9,4.0
연천구석기축제,0~9세,0.8,0.9
