축제명,연령대,남성비율,여성비율
추억의충장축제,70세 이상,3.8,3.0
추억의충장축제,60~69세,6.7,5.5
추억의충장축제,50~59세,8.1,7.6
추억의충장축제,40~49세,6.7,6.7
추억의충장축제,30~39세,7.7,7.4
추억의충장축제,20~29세,12.2,14.3
추억의충장축제,10~19세,3.7,6.0
추억의충장축제,0~9세,0.3,0.4
