축제명,연령대,남성비율,여성비율
산청한방약초축제,70세 이상,5.0,4.2
산청한방약초축제,60~69세,12.4,11.1
산청한방약초축제,50~59세,14.5,14.8
산청한방약초축제,40~49세,8.6,7.7
산청한방약초축제,30~39세,5.8,4.8
산청한방약초축제,20~29세,3.9,3.2
산청한방약초축제,10~19세,1.8,1.6
산청한방약초축제,0~9세,0.4,0.3
