축제명,연령대,남성비율,여성비율
인천펜타포트음악축제,70세 이상,0.9,0.9
인천펜타포트음악축제,60~69세,3.5,2.6
인천펜타포트음악축제,50~59세,7.0,6.0
인천펜타포트음악축제,40~49세,9.9,8.7
인천펜타포트음악축제,30~39세,11.4,11.7
인천펜타포트음악축제,20~29세,11.1,17.0
인천펜타포트음악축제,10~19세,3.9,4.3
인천펜타포트음악축제,0~9세,0.5,0.5
