축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
평창효석문화제,2018,9,48492.0,173348.0,502.0,222342.0,24704.6667,,,N/A,222342.0,21.81,77.96,0.23,0.0
평창효석문화제,2019,9,40734.0,152866.0,342.0,193942.0,21549.1111,24704.6667,-12.8,222342,-28400.0,21.0,78.82,0.18,-12.77
평창효석문화제,2023,10,66107.0,155046.0,292.0,221445.0,22144.5,21549.1111,2.8,193942,27503.0,29.85,70.02,0.13,14.18
