축제명,연령대,남성비율,여성비율
포항국제불빛축제,70세 이상,2.3,2.0
포항국제불빛축제,60~69세,6.6,6.0
포항국제불빛축제,50~59세,9.4,9.2
포항국제불빛축제,40~49세,8.6,8.4
포항국제불빛축제,30~39세,8.3,7.7
포항국제불빛축제,20~29세,9.9,9.5
포항국제불빛축제,10~19세,5.0,5.6
포항국제불빛축제,0~9세,0.6,0.7
