축제명,연령대,남성비율,여성비율
강릉커피축제,70세 이상,3.0,3.1
강릉커피축제,60~69세,6.7,7.0
강릉커피축제,50~59세,8.9,10.7
강릉커피축제,40~49세,8.5,8.9
강릉커피축제,30~39세,8.2,8.1
강릉커피축제,20~29세,8.3,9.5
강릉커피축제,10~19세,4.1,3.5
강릉커피축제,0~9세,0.6,0.7
