축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
금호강바람소리길축제,2019,2,55369.0,54782.0,398.0,110549.0,55274.5,,,N/A,110549.0,50.09,49.55,0.36,0.0
금호강바람소리길축제,2022,2,59401.0,69725.0,14.0,129140.0,64570.0,55274.5,16.8,110549,18591.0,46.0,53.99,0.01,16.82
금호강바람소리길축제,2023,3,97531.0,102436.0,152.0,200119.0,66706.3333,64570.0,3.3,129140,70979.0,48.74,51.19,0.08,54.96
