축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
추억의충장축제,2018,3,70221.0,247882.0,275.0,318378.0,106126.0,,,N/A,318378.0,22.06,77.86,0.09,0.0
추억의충장축제,2019,4,83828.0,296965.0,500.0,381293.0,95323.25,106126.0,-10.2,318378,62915.0,21.99,77.88,0.13,19.76
추억의충장축제,2022,5,135397.0,301162.0,64.0,436623.0,87324.6,95323.25,-8.4,381293,55330.0,31.01,68.98,0.01,14.51
추억의충장축제,2023,5,142940.0,322490.0,373.0,465803.0,93160.6,87324.6,6.7,436623,29180.0,30.69,69.23,0.08,6.68
