축제명,연령대,남성비율,여성비율
김해분청도자기축제,70세 이상,3.1,2.2
김해분청도자기축제,60~69세,10.3,6.3
김해분청도자기축제,50~59세,16.1,10.6
김해분청도자기축제,40~49세,12.8,6.7
김해분청도자기축제,30~39세,12.1,5.2
김해분청도자기축제,20~29세,8.0,3.9
김해분청도자기축제,10~19세,1.2,1.1
김해분청도자기축제,0~9세,0.2,0.2
