축제명,연령대,남성비율,여성비율
정선아리랑제,70세 이상,4.1,3.3
정선아리랑제,60~69세,9.9,8.6
정선아리랑제,50~59세,13.2,11.5
정선아리랑제,40~49세,10.5,8.7
정선아리랑제,30~39세,6.3,5.6
정선아리랑제,20~29세,4.4,3.8
정선아리랑제,10~19세,4.5,4.3
정선아리랑제,0~9세,0.7,0.8
