축제명,연령대,남성비율,여성비율
대전효문화뿌리축제,70세 이상,5.1,3.5
대전효문화뿌리축제,60~69세,10.3,8.1
대전효문화뿌리축제,50~59세,11.9,11.1
대전효문화뿌리축제,40~49세,9.7,8.0
대전효문화뿌리축제,30~39세,7.2,6.9
대전효문화뿌리축제,20~29세,5.2,4.9
대전효문화뿌리축제,10~19세,3.2,3.3
대전효문화뿌리축제,0~9세,0.7,0.8
