축제명,연령대,남성비율,여성비율
통영한산대첩축제,70세 이상,3.3,3.3
통영한산대첩축제,60~69세,9.2,8.6
통영한산대첩축제,50~59세,11.8,11.0
통영한산대첩축제,40~49세,9.2,8.7
통영한산대첩축제,30~39세,8.0,6.4
통영한산대첩축제,20~29세,6.6,6.0
통영한산대첩축제,10~19세,3.3,3.4
통영한산대첩축제,0~9세,0.5,0.6
