축제명,연령대,남성비율,여성비율
고령대가야축제,70세 이상,3.1,2.7
고령대가야축제,60~69세,8.9,6.9
고령대가야축제,50~59세,14.3,11.8
고령대가야축제,40~49세,10.2,9.0
고령대가야축제,30~39세,6.7,6.3
고령대가야축제,20~29세,6.0,4.9
고령대가야축제,10~19세,4.3,3.4
고령대가야축제,0~9세,0.8,0.8
