축제명,연령대,남성비율,여성비율
평창효석문화제,70세 이상,2.9,2.5
평창효석문화제,60~69세,8.9,7.5
평창효석문화제,50~59세,11.6,11.8
평창효석문화제,40~49세,10.8,8.8
평창효석문화제,30~39세,8.5,8.6
평창효석문화제,20~29세,5.7,5.9
평창효석문화제,10~19세,2.7,2.6
평창효석문화제,0~9세,0.5,0.7
