축제명,연령대,남성비율,여성비율
정남진장흥물축제,70세 이상,3.4,3.3
정남진장흥물축제,60~69세,7.7,6.1
정남진장흥물축제,50~59세,11.6,10.4
정남진장흥물축제,40~49세,10.1,9.2
정남진장흥물축제,30~39세,6.9,6.8
정남진장흥물축제,20~29세,6.7,5.6
정남진장흥물축제,10~19세,5.3,5.0
정남진장흥물축제,0~9세,0.8,1.1
