축제명,연령대,남성비율,여성비율
금산인삼축제,70세 이상,5.1,4.8
금산인삼축제,60~69세,11.9,10.1
금산인삼축제,50~59세,12.5,12.6
금산인삼축제,40~49세,8.4,7.6
금산인삼축제,30~39세,5.3,4.8
금산인삼축제,20~29세,4.2,3.9
금산인삼축제,10~19세,3.7,3.9
금산인삼축제,0~9세,0.6,0.7
