축제명,연령대,남성비율,여성비율
화천산천어축제,70세 이상,2.0,2.4
화천산천어축제,60~69세,6.1,4.3
화천산천어축제,50~59세,10.1,7.9
화천산천어축제,40~49세,10.5,9.0
화천산천어축제,30~39세,8.2,7.3
화천산천어축제,20~29세,13.7,6.6
화천산천어축제,10~19세,5.8,4.4
화천산천어축제,0~9세,0.8,0.9
