축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
임실N치즈축제,2018,4,10574.0,44128.0,41.0,54743.0,13685.75,,,N/A,54743.0,19.32,80.61,0.07,0.0
임실N치즈축제,2019,4,11779.0,71458.0,58.0,83295.0,20823.75,13685.75,52.2,54743,28552.0,14.14,85.79,0.07,52.16
임실N치즈축제,2022,4,13075.0,87213.0,3.0,100291.0,25072.75,20823.75,20.4,83295,16996.0,13.04,86.96,0.0,20.4
임실N치즈축제,2023,4,13923.0,79355.0,41.0,93319.0,23329.75,25072.75,-7.0,100291,-6972.0,14.92,85.04,0.04,-6.95
