축제명,연령대,남성비율,여성비율
동래읍성역사축제,70세 이상,4.0,3.7
동래읍성역사축제,60~69세,7.7,7.8
동래읍성역사축제,50~59세,8.4,10.2
동래읍성역사축제,40~49세,8.2,8.4
동래읍성역사축제,30~39세,7.8,7.2
동래읍성역사축제,20~29세,9.0,9.1
동래읍성역사축제,10~19세,3.8,3.7
동래읍성역사축제,0~9세,0.4,0.4
