축제명,연령대,남성비율,여성비율
영주풍기인삼축제,70세 이상,5.4,5.1
영주풍기인삼축제,60~69세,13.0,11.4
영주풍기인삼축제,50~59세,13.1,12.9
영주풍기인삼축제,40~49세,8.1,6.6
영주풍기인삼축제,30~39세,5.1,4.5
영주풍기인삼축제,20~29세,5.2,3.8
영주풍기인삼축제,10~19세,2.7,2.2
영주풍기인삼축제,0~9세,0.5,0.4
