축제명,연령대,남성비율,여성비율
대구약령시한방문화축제,70세 이상,3.2,2.4
대구약령시한방문화축제,60~69세,7.2,4.9
대구약령시한방문화축제,50~59세,8.6,8.1
대구약령시한방문화축제,40~49세,7.2,7.1
대구약령시한방문화축제,30~39세,8.9,7.7
대구약령시한방문화축제,20~29세,13.1,14.8
대구약령시한방문화축제,10~19세,2.7,3.6
대구약령시한방문화축제,0~9세,0.2,0.2
