축제명,연령대,남성비율,여성비율
보성다향대축제,70세 이상,4.2,3.7
보성다향대축제,60~69세,9.3,7.9
보성다향대축제,50~59세,12.7,12.1
보성다향대축제,40~49세,9.1,8.7
보성다향대축제,30~39세,6.3,6.1
보성다향대축제,20~29세,5.4,5.1
보성다향대축제,10~19세,4.4,3.8
보성다향대축제,0~9세,0.4,0.8
