축제명,연령대,남성비율,여성비율
부평풍물대축제,70세 이상,2.6,2.6
부평풍물대축제,60~69세,6.4,6.5
부평풍물대축제,50~59세,7.6,9.2
부평풍물대축제,40~49세,7.0,7.2
부평풍물대축제,30~39세,10.0,9.2
부평풍물대축제,20~29세,11.5,12.7
부평풍물대축제,10~19세,2.9,3.8
부평풍물대축제,0~9세,0.4,0.4
