축제명,연령대,남성비율,여성비율
평창송어축제,70세 이상,2.8,2.3
평창송어축제,60~69세,7.9,6.1
평창송어축제,50~59세,12.5,10.6
평창송어축제,40~49세,10.7,9.1
평창송어축제,30~39세,8.1,7.4
평창송어축제,20~29세,6.9,6.9
평창송어축제,10~19세,3.9,3.5
평창송어축제,0~9세,0.7,0.7
