축제명,연령대,남성비율,여성비율
울산옹기축제,70세 이상,2.2,1.8
울산옹기축제,60~69세,6.9,5.2
울산옹기축제,50~59세,12.3,10.7
울산옹기축제,40~49세,11.4,10.4
울산옹기축제,30~39세,8.1,7.0
울산옹기축제,20~29세,6.5,5.7
울산옹기축제,10~19세,5.5,4.6
울산옹기축제,0~9세,0.6,0.9
