축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
안성맞춤남사당바우덕이축제,2018,5,70203.0,50112.0,508.0,120823.0,24164.6,,,N/A,120823.0,58.1,41.48,0.42,0.0
안성맞춤남사당바우덕이축제,2022,4,68612.0,56939.0,24.0,125575.0,31393.75,24164.6,29.9,120823,4752.0,54.64,45.34,0.02,3.93
안성맞춤남사당바우덕이축제,2023,4,64370.0,52108.0,66.0,116544.0,29136.0,31393.75,-7.2,125575,-9031.0,55.23,44.71,0.06,-7.19
