축제명,연령대,남성비율,여성비율
김제지평선축제,70세 이상,4.2,3.6
김제지평선축제,60~69세,10.0,9.6
김제지평선축제,50~59세,11.2,12.4
김제지평선축제,40~49세,8.9,8.5
김제지평선축제,30~39세,6.9,8.4
김제지평선축제,20~29세,4.4,4.9
김제지평선축제,10~19세,2.7,2.7
김제지평선축제,0~9세,0.7,0.9
