축제명,연령대,남성비율,여성비율
광안리어방축제,70세 이상,3.4,2.7
광안리어방축제,60~69세,7.0,5.6
광안리어방축제,50~59세,7.0,7.7
광안리어방축제,40~49세,7.2,7.1
광안리어방축제,30~39세,9.7,9.3
광안리어방축제,20~29세,11.9,15.3
광안리어방축제,10~19세,2.5,2.9
광안리어방축제,0~9세,0.3,0.4
