축제명,연령대,남성비율,여성비율
관악강감찬축제,70세 이상,2.3,2.2
관악강감찬축제,60~69세,4.5,4.0
관악강감찬축제,50~59세,5.6,5.5
관악강감찬축제,40~49세,6.3,5.1
관악강감찬축제,30~39세,11.9,9.7
관악강감찬축제,20~29세,18.2,19.2
관악강감찬축제,10~19세,2.5,2.6
관악강감찬축제,0~9세,0.2,0.3
