축제명,연령대,남성비율,여성비율
진도신비의바닷길축제,70세 이상,4.6,3.9
진도신비의바닷길축제,60~69세,11.1,11.6
진도신비의바닷길축제,50~59세,12.1,14.5
진도신비의바닷길축제,40~49세,8.6,7.2
진도신비의바닷길축제,30~39세,6.8,5.3
진도신비의바닷길축제,20~29세,4.8,4.7
진도신비의바닷길축제,10~19세,2.0,2.0
진도신비의바닷길축제,0~9세,0.5,0.3
