축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
부평풍물대축제,2018,3,148214.0,127463.0,543.0,276220.0,92073.3333,,,N/A,276220.0,53.66,46.15,0.2,0.0
부평풍물대축제,2022,3,155859.0,115042.0,153.0,271054.0,90351.3333,92073.3333,-1.9,276220,-5166.0,57.5,42.44,0.06,-1.87
부평풍물대축제,2023,3,143757.0,115587.0,284.0,259628.0,86542.6667,90351.3333,-4.2,271054,-11426.0,55.37,44.52,0.11,-4.22
