축제명,연령대,남성비율,여성비율
춘천마임축제,70세 이상,3.5,3.1
춘천마임축제,60~69세,8.9,7.0
춘천마임축제,50~59세,10.2,9.9
춘천마임축제,40~49세,8.4,7.6
춘천마임축제,30~39세,8.9,7.6
춘천마임축제,20~29세,8.7,7.9
춘천마임축제,10~19세,3.7,3.4
춘천마임축제,0~9세,0.5,0.6
