축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
포항국제불빛축제,2018,5,133265.0,127847.0,792.0,261904.0,52380.8,,,N/A,261904.0,50.88,48.81,0.3,0.0
포항국제불빛축제,2019,3,64250.0,84721.0,165.0,149136.0,49712.0,52380.8,-5.1,261904,-112768.0,43.08,56.81,0.11,-43.06
포항국제불빛축제,2023,3,73874.0,126858.0,36.0,200768.0,66922.6667,49712.0,34.6,149136,51632.0,36.8,63.19,0.02,34.62
