축제명,연령대,남성비율,여성비율
담양대나무축제,70세 이상,2.8,2.4
담양대나무축제,60~69세,7.3,5.6
담양대나무축제,50~59세,12.0,10.9
담양대나무축제,40~49세,10.7,9.5
담양대나무축제,30~39세,7.5,7.6
담양대나무축제,20~29세,7.3,6.9
담양대나무축제,10~19세,4.4,3.9
담양대나무축제,0~9세,0.5,0.7
