축제명,연령대,남성비율,여성비율
하동야생차문화축제,70세 이상,4.4,4.3
하동야생차문화축제,60~69세,11.2,10.2
하동야생차문화축제,50~59세,12.0,14.2
하동야생차문화축제,40~49세,8.7,8.3
하동야생차문화축제,30~39세,5.8,6.0
하동야생차문화축제,20~29세,4.1,5.4
하동야생차문화축제,10~19세,2.2,2.2
하동야생차문화축제,0~9세,0.4,0.7
