회계연도,지역명,행사축제명,총비용,사업수익,순원가,시작월,종료월,index
2019,부산,부산원아시아페스티벌,2790955641,897963820,1892991821,10,10,부산원아시아페스티벌2019
2019,부산,EAFF E-1 챔피언십,500000000,0,500000000,12,12,EAFF E-1 챔피언십2019
2019,부산,2019 한아세안특별정상회의,15608926540,4510926660,11097999880,11,11,2019 한아세안특별정상회의2019
2019,부산,드론쇼코리아,600000000,300000000,300000000,1,1,드론쇼코리아2019
2019,부산,2019 LPGA 정규투어,619622000,0,619622000,10,10,2019 LPGA 정규투어2019
2019,부산,아시아필름마켓,2000000000,1000000000,1000000000,10,10,아시아필름마켓2019
2019,부산,건강도시 조성사업,2939064100,0,2939064100,12,12,건강도시 조성사업2019
2019,부산,부산자갈치축제,309732000,0,309732000,10,10,부산자갈치축제2019
2019,부산,영도다리축제,332500000,45000000,287500000,10,10,영도다리축제2019
2019,부산,동래읍성역사축제,446460000,45000000,401460000,10,10,동래읍성역사축제2019
2019,부산,낙동강 구포나루 축제,360000000,30000000,330000000,5,5,낙동강 구포나루 축제2019
2019,부산,해운대모래축제,480000000,0,480000000,5,5,해운대모래축제2019
2019,부산,해운대 빛 축제 개최,480000000,0,480000000,11,1,해운대 빛 축제 개최2019
2019,부산,금정산성역사문화축제,360509090,149840200,210668890,5,7,금정산성역사문화축제2019
2019,부산,광안리어방축제,726262270,221262270,505000000,4,4,광안리어방축제2019
2019,대구,대구국제섬유박람회,855000000,0,855000000,3,3,대구국제섬유박람회2019
2019,대구,대구국제마라톤대회,2244587090,0,2244587090,4,4,대구국제마라톤대회2019
2019,대구,대구국제안경전,723259840,0,723259840,4,4,대구국제안경전2019
2019,대구,대구국제뮤지컬페스티벌,2349966000,450000000,1899966000,6,7,대구국제뮤지컬페스티벌2019
2019,대구,대구패션페어,700000000,350000000,350000000,3,3,대구패션페어2019
2019,대구,컬러풀대구페스티벌,1799787475,800000000,999787475,5,5,컬러풀대구페스티벌2019
2019,대구,팔공산산중전통장터(승시),600000000,300000000,300000000,10,10,팔공산산중전통장터(승시)2019
2019,대구,대구아트스퀘어,1096890192,200000000,896890192,11,11,대구아트스퀘어2019
2019,대구,대구글로벌게임문화축제,511525560,211076510,300449050,8,9,대구글로벌게임문화축제2019
2019,대구,대구국제재즈축제,550000000,220000000,330000000,9,9,대구국제재즈축제2019
2019,대구,대한민국 도시농업박람회,600000000,0,600000000,9,9,대한민국 도시농업박람회2019
2019,대구,대구치맥페스티벌,1911879081,70000000,1841879081,7,7,대구치맥페스티벌2019
2019,대구,대구국제패션문화페스티벌,537489310,220000000,317489310,4,12,대구국제패션문화페스티벌2019
2019,대구,대구포크페스티벌,745000000,280000000,465000000,7,7,대구포크페스티벌2019
2019,대구,2019 국제지구과학올림피아드 개최지원,100000000,0,100000000,8,9,2019 국제지구과학올림피아드 개최지원2019
2019,대구,대구 국제 미래자동차엑스포,1500000000,0,1500000000,10,10,대구 국제 미래자동차엑스포2019
2019,대구,기획전,682133846,0,682133846,1,10,기획전2019
2019,대구,해외교류전,660567568,0,660567568,2,12,해외교류전2019
2019,대구,전국무용제,889650360,0,889650360,9,10,전국무용제2019
2019,대구,수성못 페스티벌,304927540,0,304927540,9,9,수성못 페스티벌2019
2019,대구,수성빛예술제,564533740,0,564533740,12,1,수성빛예술제2019
2019,대구,100대 피아노콘서트,529643880,100000000,429643880,9,9,100대 피아노콘서트2019
2019,인천,펜타포트 음악축제,1061827646,0,1061827646,8,8,펜타포트 음악축제2019
2019,인천,동아시아문화도시,1021400000,0,1021400000,1,12,동아시아문화도시2019
2019,인천,개항장 컬쳐나잇,587317186,441000000,146317186,6,6,개항장 컬쳐나잇2019
2019,인천,연수능허대 문화축제,300313440,0,300313440,10,10,연수능허대 문화축제2019
2019,인천,부평풍물대축제,629655677,390000000,239655677,9,9,부평풍물대축제2019
2019,인천,정서진피크닉클래식,700000000,0,700000000,9,9,정서진피크닉클래식2019
2019,광주,광주세계김치축제,1133952100,0,1133952100,10,10,광주세계김치축제2019
2019,광주,광주디자인비엔날레,3340414964,1282201494,2058213470,9,10,광주디자인비엔날레2019
2019,광주,세계인권도시포럼,516195042,0,516195042,9,10,세계인권도시포럼2019
2019,광주,광주비엔날레,1980000000,0,1980000000,1,12,광주비엔날레2019
2019,광주,광주프린지페스티벌,1175761330,0,1175761330,4,11,광주프린지페스티벌2019
2019,광주,공연장상주단체육성지원,655920240,327960120,327960120,1,12,공연장상주단체육성지원2019
2019,광주,추억의충장축제,1435575,1170000,265575,10,10,추억의충장축제2019
2019,광주,아시아음식문화지구 조성사업,317243600,0,317243600,4,10,아시아음식문화지구 조성사업2019
2019,대전,대전국제와인페어,807011,0,807011,8,8,대전국제와인페어2019
2019,대전,대전사이언스페스티벌,1160000000,15000000,1145000000,10,10,대전사이언스페스티벌2019
2019,대전,전국 장애인 체육대회 개최 및 참가,603456000,0,603456000,1,12,전국 장애인 체육대회 개최 및 참가2019
2019,대전,세계유명미술 특별전,561036810,0,561036810,11,1,세계유명미술 특별전2019
2019,대전,대전 토토즐 페스티벌,800000000,0,800000000,5,10,대전 토토즐 페스티벌2019
2019,대전,효문화 뿌리축제,799324450,30000000,769324450,9,9,효문화 뿌리축제2019
2019,대전,대전 서구힐링 아트페스티벌,810754920,70000000,740754920,5,5,대전 서구힐링 아트페스티벌2019
2019,대전,유성구 어린이 물놀이장,352950900,0,352950900,7,8,유성구 어린이 물놀이장2019
2019,대전,2019 유성온천문화축제,921998000,0,921998000,5,5,2019 유성온천문화축제2019
2019,울산,서머페스티벌,700000000,0,700000000,7,7,서머페스티벌2019
2019,울산,한글문화예술제,570000000,0,570000000,10,10,한글문화예술제2019
2019,울산,수요열린예술무대 뒤란,583074600,76359400,506715200,2,12,수요열린예술무대 뒤란2019
2019,울산,울산마두희축제,500000000,150000000,350000000,6,6,울산마두희축제2019
2019,울산,울산고래축제,1449175340,0,1449175340,6,6,울산고래축제2019
2019,울산,구립교향악단 정기연주회,429946480,0,429946480,1,12,구립교향악단 정기연주회2019
2019,울산,울산조선해양축제,395759000,200000000,195759000,7,7,울산조선해양축제2019
2019,울산,울산쇠부리축제,591000000,200000000,391000000,5,5,울산쇠부리축제2019
2019,울산,울산옹기축제,712500000,200000000,512500000,5,5,울산옹기축제2019
2019,울산,울산진하PWA세계윈드서핑대회,530000000,150000000,380000000,5,5,울산진하PWA세계윈드서핑대회2019
2019,울산,간절곶해맞이행사,450000000,200000000,250000000,12,1,간절곶해맞이행사2019
2019,울산,울주세계산악영화제,2399971562,0,2399971562,9,9,울주세계산악영화제2019
2019,세종,세종축제,1000000000,0,1000000000,10,10,세종축제2019
2019,세종,2019 전국 종합체육대회 참가 지원,935288866,0,935288866,1,12,2019 전국 종합체육대회 참가 지원2019
2019,세종,제8회 세종시민체육대회,556842810,0,556842810,9,9,제8회 세종시민체육대회2019
2019,세종,2019 읍면동체육대회 및 한마음행사 지원,529601500,0,529601500,1,12,2019 읍면동체육대회 및 한마음행사 지원2019
2019,경기,경기국제보트쇼,1292965827,0,1292965827,5,5,경기국제보트쇼2019
2019,경기,플레이엑스포,1800000000,0,1800000000,5,5,플레이엑스포2019
2019,경기,대한민국 우수상품 전시회(G-FAIR KOREA),1500000000,0,1500000000,10,11,대한민국 우수상품 전시회(G-FAIR KOREA)2019
2019,경기,찾아가는 경기관광박람회,600000000,0,600000000,10,10,찾아가는 경기관광박람회2019
2019,경기,DMZ국제다큐영화제,2861173000,0,2861173000,9,9,DMZ국제다큐영화제2019
2019,경기,경기정원문화박람회,624492160,0,624492160,10,10,경기정원문화박람회2019
2019,경기,판교 자율주행모터쇼,1000000000,0,1000000000,11,11,판교 자율주행모터쇼2019
2019,경기,tour de DMZ 국제자전거대회 개최,885000000,292935000,592065000,8,9,tour de DMZ 국제자전거대회 개최2019
2019,경기,도민참여 활성화 프로그램,648060000,0,648060000,3,2,도민참여 활성화 프로그램2019
2019,경기,경기 환경전(Eco Fair Korea) 개최,600000000,0,600000000,10,10,경기 환경전(Eco Fair Korea) 개최2019
2019,경기,Live in DMZ,806143565,0,806143565,9,9,Live in DMZ2019
2019,경기,DMZ 세계생태평화축제,824269442,100000000,724269442,9,9,DMZ 세계생태평화축제2019
2019,경기,DMZ 포럼,891869362,0,891869362,9,9,DMZ 포럼2019
2019,경기,수원화성문화제,1671346200,162293650,1509052550,10,10,수원화성문화제2019
2019,경기,정조대왕 능행차 연시,1140618160,288049000,852569160,10,10,정조대왕 능행차 연시2019
2019,경기,정보과학축제,499000000,50000000,449000000,10,10,정보과학축제2019
2019,경기,기획전 개최,516887590,80347000,436540590,1,12,기획전 개최2019
2019,경기,수원 문화재 야행,384757280,192378640,192378640,8,8,수원 문화재 야행2019
2019,경기,수원연극축제,549421860,99550000,449871860,5,5,수원연극축제2019
2019,경기,KBS 열린음악회,313547000,0,313547000,8,8,KBS 열린음악회2019
2019,경기,경기도 체육대회,489569320,0,489569320,3,6,경기도 체육대회2019
2019,경기,성남국제의료관광컨벤션,594780100,0,594780100,9,9,성남국제의료관광컨벤션2019
2019,경기,경기도 지역대표공연예술제 지원사업 (의정부음악극축제),906000000,0,906000000,5,5,경기도 지역대표공연예술제 지원사업 (의정부음악극축제)2019
2019,경기,전국단위대회 개최 및 출전,307568210,0,307568210,1,12,전국단위대회 개최 및 출전2019
2019,경기,경기관광축제지원사업(블랙뮤직페스티벌),367884520,0,367884520,8,8,경기관광축제지원사업(블랙뮤직페스티벌)2019
2019,경기,안양시민축제,544967000,0,544967000,9,9,안양시민축제2019
2019,경기,제6회 안양공공예술축제,2659726121,0,2659726121,10,12,제6회 안양공공예술축제2019
2019,경기,복사골예술제,360000000,0,360000000,5,5,복사골예술제2019
2019,경기,부천국제판타스틱영화제,2701013160,0,2701013160,6,7,부천국제판타스틱영화제2019
2019,경기,부천국제애니메이션페스티벌,1246737480,0,1246737480,10,10,부천국제애니메이션페스티벌2019
2019,경기,부천국제만화축제,724273000,55000000,669273000,8,8,부천국제만화축제2019
2019,경기,부천 세계비보이 대회,491532000,132000000,359532000,9,9,부천 세계비보이 대회2019
2019,경기,특별기획전시(라스코 전시관 '빛의 놀이터!레인보우팩토리'),809316000,0,809316000,5,11,특별기획전시(라스코 전시관 '빛의 놀이터!레인보우팩토리')2019
2019,경기,물놀이장 운영,357476013,17290049,340185964,7,8,물놀이장 운영2019
2019,경기,안산국제거리극,1245738650,0,1245738650,5,5,안산국제거리극2019
2019,경기,종목별 체육대회 개최,546919330,0,546919330,3,12,종목별 체육대회 개최2019
2019,경기,"경기도체육대회, 경기도장애인체육대회 개폐회식",830000000,0,830000000,1,12,"경기도체육대회, 경기도장애인체육대회 개폐회식2019"
2019,경기,제30회 경기도생활체육대축전 개최,307717640,0,307717640,1,12,제30회 경기도생활체육대축전 개최2019
2019,경기,제65회 경기도체육대회 및 제9회 경기도장애인체육대회,1781102110,0,1781102110,1,12,제65회 경기도체육대회 및 제9회 경기도장애인체육대회2019
2019,경기,고양국제꽃박람회,1147647826,0,1147647826,4,5,고양국제꽃박람회2019
2019,경기,고양행주문화제,350000000,50000000,300000000,5,5,고양행주문화제2019
2019,경기,과천축제,994972260,110000000,884972260,9,9,과천축제2019
2019,경기,세계3쿠션 당구월드컵 개최,352228680,0,352228680,11,11,세계3쿠션 당구월드컵 개최2019
2019,경기,다산아트홀 공연 운영,797887710,0,797887710,4,12,다산아트홀 공연 운영2019
2019,경기,생활체육대회 개최 및 출전지원,325064740,0,325064740,2,12,생활체육대회 개최 및 출전지원2019
2019,경기,시승격 30주년 기념행사,344860270,0,344860270,5,5,시승격 30주년 기념행사2019
2019,경기,갯골축제,847635000,138000000,709635000,9,9,갯골축제2019
2019,경기,제14회 전국해양스포츠제전,1940124520,1110000000,830124520,8,8,제14회 전국해양스포츠제전2019
2019,경기,군포철쭉축제,577445710,55000000,522445710,4,4,군포철쭉축제2019
2019,경기,의왕철도축제,326524000,0,326524000,5,5,의왕철도축제2019
2019,경기,의왕백운예술제,308294540,0,308294540,9,9,의왕백운예술제2019
2019,경기,전국(도단위) 체육대회,522628000,0,522628000,12,12,전국(도단위) 체육대회2019
2019,경기,마티네콘서트,328496000,0,328496000,3,12,마티네콘서트2019
2019,경기,파주장단콩축제,494619160,0,494619160,11,11,파주장단콩축제2019
2019,경기,제7회 경기정원문화박람회,950247660,0,950247660,10,10,제7회 경기정원문화박람회2019
2019,경기,이천도자기축제,906635906,0,906635906,4,5,이천도자기축제2019
2019,경기,설봉산별빛축제,0,0,0,7,8,설봉산별빛축제2019
2019,경기,이천국제조각심포지엄,0,0,0,7,8,이천국제조각심포지엄2019
2019,경기,안성맞춤 남사당 바우덕이 축제,1117497260,255000000,862497260,10,10,안성맞춤 남사당 바우덕이 축제2019
2019,경기,햇살드리 농특산물 전시홍보판매행사,457128100,0,457128100,1,12,햇살드리 농특산물 전시홍보판매행사2019
2019,경기,예술단체지원사업,435378400,0,435378400,1,12,예술단체지원사업2019
2019,경기,화성뱃놀이축제,2196916980,168348670,2028568310,6,6,화성뱃놀이축제2019
2019,경기,세계우유의날 행사 유치,300000000,0,300000000,6,6,세계우유의날 행사 유치2019
2019,경기,광주 왕실 도자기 축제,515988000,0,515988000,4,5,광주 왕실 도자기 축제2019
2019,경기,2019 양주 천만송이 천일홍 축제,589008610,0,589008610,9,9,2019 양주 천만송이 천일홍 축제2019
2019,경기,여주도자기축제,809509000,0,809509000,4,5,여주도자기축제2019
2019,경기,연천전곡리 구석기축제,875365010,0,875365010,5,5,연천전곡리 구석기축제2019
2019,경기,양평 용문산 산나물 축제,704607000,50000000,654607000,5,5,양평 용문산 산나물 축제2019
2019,강원,평창대관령음악제,1567598000,547276000,1020322000,7,8,평창대관령음악제2019
2019,강원,GTI 국제무역 투자박람회,2194486000,900000000,1294486000,10,10,GTI 국제무역 투자박람회2019
2019,강원,드림프로그램,1399658000,700000000,699658000,1,1,드림프로그램2019
2019,강원,국제 드론스포츠대회,985633000,349700000,635933000,10,10,국제 드론스포츠대회2019
2019,강원,해외 강원도 특산품 판촉홍보전,560535000,0,560535000,1,12,해외 강원도 특산품 판촉홍보전2019
2019,강원,대한민국 탄소 포럼,590000000,0,590000000,9,9,대한민국 탄소 포럼2019
2019,강원,평화지역 상설 문화공연,2800000000,0,2800000000,1,12,평화지역 상설 문화공연2019
2019,강원,남북강원도 PEACE WEEK(2019 평창평화포럼),1300000000,0,1300000000,2,2,남북강원도 PEACE WEEK(2019 평창평화포럼)2019
2019,강원,2018평창동계올림픽 및 패럴림픽 1주년 기념행사,1074747000,0,1074747000,2,3,2018평창동계올림픽 및 패럴림픽 1주년 기념행사2019
2019,강원,평창남북평화영화제,1700000000,0,1700000000,8,8,평창남북평화영화제2019
2019,강원,대관령겨울음악제,585694000,0,585694000,2,2,대관령겨울음악제2019
2019,강원,평화지역 문화예술 축제행사 지원,2500000000,0,2500000000,1,12,평화지역 문화예술 축제행사 지원2019
2019,강원,DMZ 세계평화예술축제(DMZ World ART FESTA),995000000,0,995000000,9,10,DMZ 세계평화예술축제(DMZ World ART FESTA)2019
2019,강원,평화 청춘 프린지 페스티벌,700000000,0,700000000,1,12,평화 청춘 프린지 페스티벌2019
2019,강원,춘천마임축제,719427440,119600000,599827440,5,6,춘천마임축제2019
2019,강원,춘천인형극제,547903072,190000000,357903072,9,10,춘천인형극제2019
2019,강원,춘천향토음식축제,514628570,0,514628570,6,6,춘천향토음식축제2019
2019,강원,춘천가족음악축제,399961349,199987764,199973585,9,9,춘천가족음악축제2019
2019,강원,올림픽 세계불꽃축제(제1회 춘천세계불꽃축제+춘천평화문화축전),573641700,-90406399,664048099,2,2,올림픽 세계불꽃축제(제1회 춘천세계불꽃축제+춘천평화문화축전)2019
2019,강원,장난감축제(토이페스티벌),400000000,0,400000000,10,10,장난감축제(토이페스티벌)2019
2019,강원,춘천연극제,370000000,140000000,230000000,6,6,춘천연극제2019
2019,강원,춘천 강변가요제(SBS),399057210,199528605,199528605,10,10,춘천 강변가요제(SBS)2019
2019,강원,춘천 레저대회,500000000,0,500000000,9,9,춘천 레저대회2019
2019,강원,원주시농업인날 삼토문화제,499985425,0,499985425,10,10,원주시농업인날 삼토문화제2019
2019,강원,원주다이내믹댄싱카니발,1894086789,0,1894086789,9,9,원주다이내믹댄싱카니발2019
2019,강원,강릉 단오제,1557903504,379200000,1178703504,6,6,강릉 단오제2019
2019,강원,강릉커피축제,440000000,91000000,349000000,10,10,강릉커피축제2019
2019,강원,경포썸머페스티벌,349998600,0,349998600,7,8,경포썸머페스티벌2019
2019,강원,문화재 야행,587724999,440793749,146931250,8,9,문화재 야행2019
2019,강원,강릉국제영화제,1731058587,0,1731058587,11,11,강릉국제영화제2019
2019,강원,제12회 한국수산업경영인 전국대회,399917800,199958900,199958900,5,5,제12회 한국수산업경영인 전국대회2019
2019,강원,동해무릉제,536200586,0,536200586,10,10,동해무릉제2019
2019,강원,태백산눈축제,1272739000,50000000,1222739000,1,2,태백산눈축제2019
2019,강원,전국추계대학축구연맹전,384000000,0,384000000,8,8,전국추계대학축구연맹전2019
2019,강원,"한강,낙동강 발원지축제",942856720,612856868,329999852,7,8,"한강,낙동강 발원지축제2019"
2019,강원,실향민문화축제 지원,410000000,0,410000000,5,6,실향민문화축제 지원2019
2019,강원,기줄다리기와 함께하는 삼척정월대보름제,576321030,0,576321030,2,2,기줄다리기와 함께하는 삼척정월대보름제2019
2019,강원,삼척 황영조 국제마라톤대회,349974000,0,349974000,4,4,삼척 황영조 국제마라톤대회2019
2019,강원,치어업 삼척 스포츠문화 관광산업 육성 프로젝트,596693588,450000000,146693588,8,9,치어업 삼척 스포츠문화 관광산업 육성 프로젝트2019
2019,강원,홍천강 별빛음악맥주축제,444154624,0,444154624,7,7,홍천강 별빛음악맥주축제2019
2019,강원,홍천강 꽁꽁축제,1491767965,0,1491767965,1,1,홍천강 꽁꽁축제2019
2019,강원,횡성한우축제,2134683980,0,2134683980,10,10,횡성한우축제2019
2019,강원,동강국제사진제,547081000,0,547081000,7,9,동강국제사진제2019
2019,강원,단종문화제,974100000,0,974100000,4,4,단종문화제2019
2019,강원,김삿갓문화제,383000000,0,383000000,9,9,김삿갓문화제2019
2019,강원,강원도소년체육대회,450000000,0,450000000,4,4,강원도소년체육대회2019
2019,강원,오대산문화축전,400000000,0,400000000,10,10,오대산문화축전2019
2019,강원,평창송어축제,140000000,91000000,49000000,12,2,평창송어축제2019
2019,강원,평창효석문화제,696400000,119600000,576800000,9,9,평창효석문화제2019
2019,강원,2019 평창세계문화오픈대회,999993201,0,999993201,10,10,2019 평창세계문화오픈대회2019
2019,강원,2019 평창 세계태권도한마당,815673189,0,815673189,7,7,2019 평창 세계태권도한마당2019
2019,강원,"대한민국 아리랑 대축제, 정선아리랑제",722601450,0,722601450,10,10,"대한민국 아리랑 대축제, 정선아리랑제2019"
2019,강원,전국 5일장 박람회,570000000,0,570000000,9,9,전국 5일장 박람회2019
2019,강원,철원화강 다슬기축제,960292190,0,960292190,8,8,철원화강 다슬기축제2019
2019,강원,한탄강 얼음트레킹행사,695700040,0,695700040,1,1,한탄강 얼음트레킹행사2019
2019,강원,DMZ 피스트레인 뮤직페스티벌,1499878159,0,1499878159,6,6,DMZ 피스트레인 뮤직페스티벌2019
2019,강원,얼음나라 화천 산천어 축제,5268486000,3053558000,2214928000,1,1,얼음나라 화천 산천어 축제2019
2019,강원,물의 나라 화천 쪽배 축제,512277000,44929000,467348000,7,8,물의 나라 화천 쪽배 축제2019
2019,강원,화천 토마토 축제,611302500,12500000,598802500,8,8,화천 토마토 축제2019
2019,강원,배꼽축제,435000000,0,435000000,8,8,배꼽축제2019
2019,강원,빙어축제,1749305760,0,1749305760,1,2,빙어축제2019
2019,강원,만해축전,560000000,0,560000000,8,8,만해축전2019
2019,강원,인제군 군장병 한마음대회,329787000,0,329787000,10,10,인제군 군장병 한마음대회2019
2019,강원,양양 송이 축제,529753860,26409879,503343981,9,9,양양 송이 축제2019
2019,강원,양양 연어 축제,671342940,75627134,595715806,10,10,양양 연어 축제2019
2019,강원,양양문화제,534978860,0,534978860,6,6,양양문화제2019
2019,강원,2019 양양 서핑 페스티벌,390152000,0,390152000,9,10,2019 양양 서핑 페스티벌2019
2019,충북,솔라페스티벌,824674240,15000000,809674240,9,9,솔라페스티벌2019
2019,충북,중국인유학생페스티벌,996656477,400000000,596656477,9,9,중국인유학생페스티벌2019
2019,충북,오송화장품뷰티산업엑스포,2650000000,0,2650000000,10,10,오송화장품뷰티산업엑스포2019
2019,충북,세계무예마스터십,13310592470,0,13310592470,8,9,세계무예마스터십2019
2019,충북,충주세계무술축제,1095033700,0,1095033700,8,9,충주세계무술축제2019
2019,충북,제천국제음악영화제,2480000000,500000000,1980000000,8,8,제천국제음악영화제2019
2019,충북,제천한방바이오박람회,1491917660,5272722,1486644938,10,10,제천한방바이오박람회2019
2019,충북,청원생명축제,2499941760,44715167,2455226593,9,10,청원생명축제2019
2019,충북,(청주)청주국제공예비엔날레,4821273622,1400000000,3421273622,10,11,(청주)청주국제공예비엔날레2019
2019,충북,세종대왕과 초정약수 축제,574774260,30000000,544774260,5,6,세종대왕과 초정약수 축제2019
2019,충북,청원생명축제 지원,411814070,0,411814070,9,10,청원생명축제 지원2019
2019,충북,2019 대한민국 독서대전,679960350,400000000,279960350,8,9,2019 대한민국 독서대전2019
2019,충북,제8회 대한민국 도시농업박람회,477582200,0,477582200,5,5,제8회 대한민국 도시농업박람회2019
2019,충북,청주문화재야행,552717977,420000000,132717977,8,10,청주문화재야행2019
2019,충북,보은대추축제,911732000,0,911732000,10,10,보은대추축제2019
2019,충북,속리산 신(神)축제,398282000,0,398282000,5,5,속리산 신(神)축제2019
2019,충북,지용제,326000000,0,326000000,5,5,지용제2019
2019,충북,향수옥천 포도복숭아 축제,421753470,0,421753470,7,7,향수옥천 포도복숭아 축제2019
2019,충북,영동난계국악축제,1110000000,160000000,950000000,10,10,영동난계국악축제2019
2019,충북,영동포도축제,859531000,0,859531000,8,9,영동포도축제2019
2019,충북,제10회 대한민국 와인축제,454993220,0,454993220,10,10,제10회 대한민국 와인축제2019
2019,충북,솔라 페스티벌,828206890,0,828206890,9,9,솔라 페스티벌2019
2019,충북,괴산고추축제,991815790,0,991815790,8,9,괴산고추축제2019
2019,충북,음성품바축제,738025000,140000000,598025000,5,5,음성품바축제2019
2019,충북,음성인삼축제,332599000,0,332599000,9,9,음성인삼축제2019
2019,충북,소백산철쭉제,450000000,0,450000000,5,5,소백산철쭉제2019
2019,충북,온달문화축제,550000000,0,550000000,10,10,온달문화축제2019
2019,충북,증평인삼골축제,349000000,0,349000000,10,10,증평인삼골축제2019
2019,충남,백제문화제,1780000000,0,1780000000,9,10,백제문화제2019
2019,충남,천안흥타령춤축제,2537534464,350000000,2187534464,9,9,천안흥타령춤축제2019
2019,충남,천안시민체육대회,873187860,0,873187860,9,9,천안시민체육대회2019
2019,충남,백제문화제,3097835000,0,3097835000,9,10,백제문화제2019
2019,충남,석장리세계구석기축제(기반시설조성 및 체험프로그램운영),431450350,0,431450350,5,5,석장리세계구석기축제(기반시설조성 및 체험프로그램운영)2019
2019,충남,석장리 구석기 축제,600000000,119970187,480029813,5,5,석장리 구석기 축제2019
2019,충남,공주 문화재 야행,513755500,0,513755500,5,8,공주 문화재 야행2019
2019,충남,보령머드축제,2892180000,0,2892180000,7,7,보령머드축제2019
2019,충남,성웅이순신축제,744456920,0,744456920,4,4,성웅이순신축제2019
2019,충남,서산시민체육대회,300000000,0,300000000,10,10,서산시민체육대회2019
2019,충남,서산해미읍성축제,900000000,0,900000000,10,10,서산해미읍성축제2019
2019,충남,논산딸기축제,825967990,40000000,785967990,3,3,논산딸기축제2019
2019,충남,계룡군문화축제,2286076000,650000000,1636076000,10,10,계룡군문화축제2019
2019,충남,기지시줄다리기 민속축제,579530000,100000000,479530000,4,4,기지시줄다리기 민속축제2019
2019,충남,부여서동연꽃축제,1300000000,0,1300000000,7,7,부여서동연꽃축제2019
2019,충남,백제문화제,2850000000,0,2850000000,9,10,백제문화제2019
2019,충남,문화재야행,279539380,0,279539380,7,7,문화재야행2019
2019,충남,한산모시문화제,1193000000,110000000,1083000000,6,6,한산모시문화제2019
2019,충남,선셋장항페스티벌,965717002,0,965717002,10,10,선셋장항페스티벌2019
2019,충남,제71회 충청남도민체육대회,1656255000,0,1656255000,5,5,제71회 충청남도민체육대회2019
2019,충남,청양 고추구기자축제,635177680,0,635177680,8,9,청양 고추구기자축제2019
2019,충남,홍성역사인물축제,624287450,0,624287450,9,9,홍성역사인물축제2019
2019,충남,윤봉길평화축제,304021420,0,304021420,4,4,윤봉길평화축제2019
2019,전북,전주세계소리축제,2156869900,360000000,1796869900,10,10,전주세계소리축제2019
2019,전북,전주국제발효식품엑스포,957000000,0,957000000,10,10,전주국제발효식품엑스포2019
2019,전북,전라북도 브랜드 공연,536201530,0,536201530,1,12,전라북도 브랜드 공연2019
2019,전북,도지사기 등 종목별체육대회,658791850,0,658791850,1,12,도지사기 등 종목별체육대회2019
2019,전북,제48회 전국소년체육대회,2918119120,0,2918119120,5,5,제48회 전국소년체육대회2019
2019,전북,제13회 전국장애학생체육대회,1193203440,0,1193203440,5,5,제13회 전국장애학생체육대회2019
2019,전북,전주국제영화제,4316900000,1116900000,3200000000,5,5,전주국제영화제2019
2019,전북,전주비빔밥축제,500000000,50000000,450000000,10,10,전주비빔밥축제2019
2019,전북,전주대사습놀이 전국대회,440000000,290000000,150000000,6,6,전주대사습놀이 전국대회2019
2019,전북,전주얼티밋 뮤직페스티벌,300000000,0,300000000,8,8,전주얼티밋 뮤직페스티벌2019
2019,전북,전주문화재 야행,480000000,312000000,168000000,5,10,전주문화재 야행2019
2019,전북,군산새만금국제마라톤,940000000,400000000,540000000,4,4,군산새만금국제마라톤2019
2019,전북,금석배 전국학생 축구대회,700000000,140000000,560000000,2,2,금석배 전국학생 축구대회2019
2019,전북,군산시간여행축제,637788680,30000000,607788680,10,10,군산시간여행축제2019
2019,전북,군산야행,783994250,509600000,274394250,8,8,군산야행2019
2019,전북,익산서동축제,728545000,30000000,698545000,5,5,익산서동축제2019
2019,전북,익산천만송이국화축제,963299431,0,963299431,10,11,익산천만송이국화축제2019
2019,전북,익산 문화재야행,353999400,0,353999400,4,10,익산 문화재야행2019
2019,전북,정읍구절초축제,465203800,50000000,415203800,10,10,정읍구절초축제2019
2019,전북,2019 설날장사씨름대회,365183900,30000000,335183900,2,2,2019 설날장사씨름대회2019
2019,전북,춘향제,1212000000,310000000,902000000,5,5,춘향제2019
2019,전북,남원 코리아오픈 국제롤러 경기대회,320000000,5000000,315000000,4,4,남원 코리아오픈 국제롤러 경기대회2019
2019,전북,광한루 600년 기념행사 및 한여름밤 남원 막걸리 축제,328629490,0,328629490,8,8,광한루 600년 기념행사 및 한여름밤 남원 막걸리 축제2019
2019,전북,김제지평선축제,2299000000,0,2299000000,9,10,김제지평선축제2019
2019,전북,완주와일드푸드축제,740877810,7956000,732921810,9,9,완주와일드푸드축제2019
2019,전북,진안홍삼축제,850000000,0,850000000,10,10,진안홍삼축제2019
2019,전북,무주반딧불축제,2376270290,0,2376270290,8,9,무주반딧불축제2019
2019,전북,무주산골영화제,680000000,0,680000000,6,6,무주산골영화제2019
2019,전북,임실N치즈축제,842440000,410000000,432440000,10,10,임실N치즈축제2019
2019,전북,순창장류축제,849992431,150000000,699992431,10,10,순창장류축제2019
2019,전북,세계소스박람회,316253000,129411000,186842000,10,10,세계소스박람회2019
2019,전북,모양성제,860000000,150000000,710000000,10,10,모양성제2019
2019,전북,부안마실축제,906075000,205000000,701075000,5,5,부안마실축제2019
2019,전남,남도음식문화큰잔치,757669990,0,757669990,10,10,남도음식문화큰잔치2019
