회계연도,지역명,행사축제명,총비용,사업수익,순원가,시작월,종료월,index
2020,대전,대전비엔날레,741895700,0,741895700,9,12,대전비엔날레2020
2020,대전,대전 토토즐 페스티벌,700000000,0,700000000,10,12,대전 토토즐 페스티벌2020
2020,대전,유성국화전시회,314509070,0,314509070,10,11,유성국화전시회2020
2020,울산,한글문화예술제,570000000,0,570000000,10,10,한글문화예술제2020
2020,울산,울산쇠부리축제,420000000,170000000,250000000,10,10,울산쇠부리축제2020
2020,울산,울산옹기축제,958800000,308800000,650000000,11,11,울산옹기축제2020
2020,울산,울주세계산악영화제,1559844937,0,1559844937,10,11,울주세계산악영화제2020
2020,세종,대한민국연극제,554690029,0,554690029,10,11,대한민국연극제2020
2020,경기,대한민국 뷰티박람회,1010000000,0,1010000000,1,12,대한민국 뷰티박람회2020
2020,경기,대한민국 우수상품 전시회(G-FAIR KOREA),1127536054,0,1127536054,10,10,대한민국 우수상품 전시회(G-FAIR KOREA)2020
2020,경기,DMZ국제다큐영화제,2360758333,0,2360758333,9,9,DMZ국제다큐영화제2020
2020,경기,경기정원문화박람회,592679603,0,592679603,10,10,경기정원문화박람회2020
2020,경기,판교 자율주행모터쇼,760148530,0,760148530,10,10,판교 자율주행모터쇼2020
2020,경기,DMZ 포럼,1004332413,0,1004332413,9,9,DMZ 포럼2020
2020,경기,Let's DMZ,2637607230,0,2637607230,10,10,Let's DMZ2020
2020,경기,경기평화광장 운영,925000000,0,925000000,1,12,경기평화광장 운영2020
2020,경기,글로벌 테크놀로지 쇼 개최,960808730,0,960808730,11,11,글로벌 테크놀로지 쇼 개최2020
2020,경기,기획전 개최,526461740,44766000,481695740,5,1,기획전 개최2020
2020,경기,수원 문화재 야행,455428170,186474282,268953888,10,10,수원 문화재 야행2020
2020,경기,경기도 지역대표공연예술제 지원사업 (의정부음악극축제),514353900,0,514353900,8,8,경기도 지역대표공연예술제 지원사업 (의정부음악극축제)2020
2020,경기,전국단위 및 도단위 체육대회 출전,400000000,0,400000000,1,12,전국단위 및 도단위 체육대회 출전2020
2020,경기,부천국제판타스틱영화제,2692026940,0,2692026940,7,7,부천국제판타스틱영화제2020
2020,경기,부천국제애니메이션페스티벌,1084899000,0,1084899000,10,10,부천국제애니메이션페스티벌2020
2020,경기,부천국제만화축제,568540000,120000000,448540000,9,9,부천국제만화축제2020
2020,경기,부천 세계비보이 대회,386283000,112500000,273783000,1,12,부천 세계비보이 대회2020
2020,경기,고양가구박람회,333000000,133000000,200000000,6,6,고양가구박람회2020
2020,경기,다산아트홀 공연 운영,523903060,18211960,505691100,7,12,다산아트홀 공연 운영2020
2020,경기,갯골축제,612635150,0,612635150,9,9,갯골축제2020
2020,경기,2020 대한민국 문화의 달 파주 행사,600000000,300000000,300000000,10,10,2020 대한민국 문화의 달 파주 행사2020
2020,경기,햇살드리 농특산물 전시홍보판매행사,301521360,0,301521360,1,12,햇살드리 농특산물 전시홍보판매행사2020
2020,경기,예술단체지원사업,301700000,0,301700000,1,12,예술단체지원사업2020
2020,경기,양주문화재야행,315000000,126000000,189000000,10,10,양주문화재야행2020
2020,경기,연천전곡리 구석기축제,415285200,0,415285200,1,12,연천전곡리 구석기축제2020
2020,강원,평창대관령음악제,1198619688,0,1198619688,7,8,평창대관령음악제2020
2020,강원,GTI 국제무역 투자박람회,2475546259,0,2475546259,10,10,GTI 국제무역 투자박람회2020
2020,강원,평창평화포럼,2281317490,0,2281317490,2,2,평창평화포럼2020
2020,강원,평창국제평화영화제,2000000000,0,2000000000,6,6,평창국제평화영화제2020
2020,강원,강원국제예술제 2020 개최지원,701516425,0,701516425,10,11,강원국제예술제 2020 개최지원2020
2020,강원,평창 지구인류 포럼,799067700,0,799067700,8,8,평창 지구인류 포럼2020
2020,강원,춘천마임축제,700996492,0,700996492,7,10,춘천마임축제2020
2020,강원,춘천인형극제,535000000,100000000,435000000,1,12,춘천인형극제2020
2020,강원,춘천가족음악축제,399976012,200000000,199976012,10,10,춘천가족음악축제2020
2020,강원,춘천연극제,388879800,100000000,288879800,6,11,춘천연극제2020
2020,강원,춘천 레저대회,436682000,0,436682000,8,8,춘천 레저대회2020
2020,강원,원주다이내믹댄싱카니발,305569500,0,305569500,10,10,원주다이내믹댄싱카니발2020
2020,강원,강릉 단오제,413470910,150000000,263470910,5,11,강릉 단오제2020
2020,강원,문화재 야행,848527540,492145973,356381567,11,11,문화재 야행2020
2020,강원,강릉국제영화제,1361634000,0,1361634000,11,11,강릉국제영화제2020
2020,강원,전국추계대학축구연맹전,395000000,0,395000000,8,8,전국추계대학축구연맹전2020
2020,강원,강원국제예술제,675943560,0,675943560,1,12,강원국제예술제2020
2020,강원,횡성한우축제,1213455000,141440,1213313560,10,10,횡성한우축제2020
2020,강원,오대산문화축전,400000000,0,400000000,10,7,오대산문화축전2020
2020,강원,2020 평창세계문화오픈대회,369067134,0,369067134,11,12,2020 평창세계문화오픈대회2020
2020,강원,제17회 한국농업경영인 전국대회 지원,986800140,444053090,542747050,10,10,제17회 한국농업경영인 전국대회 지원2020
2020,강원,올림픽 평화 유스캠프,679518845,0,679518845,11,11,올림픽 평화 유스캠프2020
2020,강원,DMZ 피스트레인 뮤직페스티벌,604984659,0,604984659,7,7,DMZ 피스트레인 뮤직페스티벌2020
2020,강원,얼음나라화천 산천어축제,2590333000,0,2590333000,1,2,얼음나라화천 산천어축제2020
2020,강원,빙어축제,1749305760,0,1749305760,1,1,빙어축제2020
2020,강원,만해축전,537841627,0,537841627,4,11,만해축전2020
2020,강원,2020 강원 국제 모터 페스타,471647621,250000000,221647621,10,10,2020 강원 국제 모터 페스타2020
2020,충북,오송화장품뷰티산업엑스포,1670939000,0,1670939000,10,10,오송화장품뷰티산업엑스포2020
2020,충북,충주국제무예액션영화제,0,0,0,10,10,충주국제무예액션영화제2020
2020,충북,제천국제음악영화제,1480591770,0,1480591770,8,8,제천국제음악영화제2020
2020,충북,2020 제천-KOVO컵 프로배구대회,403291200,0,403291200,8,9,2020 제천-KOVO컵 프로배구대회2020
2020,충북,가드닝 페스티벌,0,0,0,5,5,가드닝 페스티벌2020
2020,충북,청주문화재야행,0,0,0,10,10,청주문화재야행2020
2020,충북,보은대추축제,452612550,0,452612550,10,10,보은대추축제2020
2020,충북,영동 곶감 축제,429741660,0,429741660,1,1,영동 곶감 축제2020
2020,충북,노근리70주년 기념사업,1291651820,752870000,538781820,1,12,노근리70주년 기념사업2020
2020,충북,링링동 프로젝트,344812760,0,344812760,8,12,링링동 프로젝트2020
2020,충북,괴산고추축제,345096820,0,345096820,8,9,괴산고추축제2020
2020,충남,백제문화제,1780000000,0,1780000000,9,10,백제문화제2020
2020,충남,금강자연미술비엔날레,450000000,0,450000000,2,12,금강자연미술비엔날레2020
2020,충남,백제문화제,3494912770,0,3494912770,9,10,백제문화제2020
2020,충남,공주 문화재 야행,332936222,0,332936222,10,11,공주 문화재 야행2020
2020,충남,세계유산 활용사업,495000000,0,495000000,3,11,세계유산 활용사업2020
2020,충남,보령머드축제,639966000,0,639966000,7,7,보령머드축제2020
2020,충남,강경젓갈축제,650000000,0,650000000,10,10,강경젓갈축제2020
2020,충남,2020년 문화재 야행사업 '강경 야행(타임머신타고 시간여행)',614476350,430133444,184342906,10,11,2020년 문화재 야행사업 '강경 야행(타임머신타고 시간여행)'2020
2020,충남,금산인삼축제,794257000,0,794257000,10,10,금산인삼축제2020
2020,충남,백제문화제,544160000,0,544160000,9,10,백제문화제2020
2020,충남,문화재야행,470000000,0,470000000,10,10,문화재야행2020
2020,충남,홍성 설날 장사 씨름대회,447314897,0,447314897,1,1,홍성 설날 장사 씨름대회2020
2020,전북,전주세계소리축제,1830295810,0,1830295810,9,9,전주세계소리축제2020
2020,전북,전주국제발효식품엑스포,1094859526,0,1094859526,8,12,전주국제발효식품엑스포2020
2020,전북,전주 얼티밋 뮤직 페스티벌,500000000,0,500000000,11,12,전주 얼티밋 뮤직 페스티벌2020
2020,전북,전주국제영화제,3411483077,1081483077,2330000000,5,9,전주국제영화제2020
2020,전북,전주대사습놀이 전국대회,507480450,290000000,217480450,9,10,전주대사습놀이 전국대회2020
2020,전북,전주얼티밋 뮤직페스티벌,300000000,0,300000000,11,12,전주얼티밋 뮤직페스티벌2020
2020,전북,전주문화재 야행,445897584,275500000,170397584,9,10,전주문화재 야행2020
2020,전북,군산새만금국제마라톤,640000000,0,640000000,4,4,군산새만금국제마라톤2020
2020,전북,금석배 전국학생 축구대회,300000000,50000000,250000000,8,8,금석배 전국학생 축구대회2020
2020,전북,군산야행,385000000,223300000,161700000,8,8,군산야행2020
2020,전북,익산서동축제,823117000,50000000,773117000,12,2,익산서동축제2020
2020,전북,익산 문화재야행,305275230,0,305275230,8,8,익산 문화재야행2020
2020,전북,다이로움 익산 국화전시 2020,570776540,0,570776540,10,11,다이로움 익산 국화전시 20202020
2020,전북,내장산 겨울빛축제,337409700,0,337409700,12,12,내장산 겨울빛축제2020
2020,전북,춘향제,822089610,323944200,498145410,9,9,춘향제2020
2020,전북,김제지평선축제,810024320,0,810024320,10,10,김제지평선축제2020
2020,전북,2020 국제종자박람회,446523481,178610000,267913481,10,11,2020 국제종자박람회2020
2020,전북,전국 우리술 문화축전,567273333,13891740,553381593,10,11,전국 우리술 문화축전2020
2020,전북,무주산골영화제,680000000,113600112,566399888,6,10,무주산골영화제2020
2020,전북,예방물품 지원,1082639998,0,1082639998,2,12,예방물품 지원2020
2020,전남,경로위안잔치,400000000,0,400000000,10,11,경로위안잔치2020
2020,전남,항꾼에 즐기는 아고라순천 문화예술 행사,488670060,0,488670060,4,12,항꾼에 즐기는 아고라순천 문화예술 행사2020
2020,전남,순천 문화재 야행,424678500,0,424678500,10,10,순천 문화재 야행2020
2020,전남,제7회 대한민국 한평정원 페스티벌,412434800,0,412434800,10,10,제7회 대한민국 한평정원 페스티벌2020
2020,전남,동아시아문화도시,1060411900,0,1060411900,5,11,동아시아문화도시2020
2020,전남,대한민국정원산업박람회,560297216,0,560297216,12,12,대한민국정원산업박람회2020
2020,전남,낙안읍성 전통문화 재현 및 체험,619066590,0,619066590,1,12,낙안읍성 전통문화 재현 및 체험2020
2020,전남,2021 NEXPO in Suncheon 행사,383000000,0,383000000,11,12,2021 NEXPO in Suncheon 행사2020
2020,전남,치매안심센터운영지원,633769915,533049420,100720495,1,12,치매안심센터운영지원2020
2020,전남,해남 국화향연,677927540,0,677927540,10,11,해남 국화향연2020
2020,경북,포항 K-POP 콘서트,560000000,280000000,280000000,12,12,포항 K-POP 콘서트2020
2020,경북,대한민국 국제해양레저위크,500000000,290000000,210000000,8,11,대한민국 국제해양레저위크2020
2020,경북,2020 포항스틸아트페스티벌,900000000,270000000,630000000,10,10,2020 포항스틸아트페스티벌2020
2020,경북,신라소리축제 에밀레전,300000000,150000000,150000000,11,11,신라소리축제 에밀레전2020
2020,경북,실경뮤지컬 왕의나라,533000000,0,533000000,8,8,실경뮤지컬 왕의나라2020
2020,경북,영천보현산별빛축제,235889000,0,235889000,10,11,영천보현산별빛축제2020
2020,경북,문경사과축제,360000000,0,360000000,10,10,문경사과축제2020
2020,경북,문경찻사발축제,993703503,0,993703503,12,12,문경찻사발축제2020
2020,경북,영덕대게축제,335000000,85000000,250000000,12,12,영덕대게축제2020
2020,경북,성주생명문화축제 성주참외페스티벌,683018940,0,683018940,7,8,성주생명문화축제 성주참외페스티벌2020
2020,경북,봉화은어축제,1342519540,0,1342519540,8,8,봉화은어축제2020
2020,경북,국립백두대간수목원 봉자 페스티벌,500000000,150000000,350000000,7,11,국립백두대간수목원 봉자 페스티벌2020
2020,경남,국제조선해양산업전,978944830,0,978944830,12,12,국제조선해양산업전2020
2020,경남,도지사배 PAV경연대회,545881450,0,545881450,1,12,도지사배 PAV경연대회2020
2020,경남,한국국제기계박람회,354692145,283656273,71035872,7,7,한국국제기계박람회2020
2020,경남,창원국제용접 및 절단자동화전,331163730,261808580,69355150,10,10,창원국제용접 및 절단자동화전2020
2020,경남,마산국화축제,1125080860,55000000,1070080860,10,11,마산국화축제2020
2020,경남,창원블랙데이,1639681070,0,1639681070,6,11,창원블랙데이2020
2020,경남,2020 이순신방위산업전,496575000,0,496575000,11,11,2020 이순신방위산업전2020
2020,경남,한.세계화상비즈니스위크,1484289930,0,1484289930,11,11,한.세계화상비즈니스위크2020
2020,경남,개천예술제,479588740,0,479588740,11,12,개천예술제2020
2020,경남,진주남강유등축제,849777000,64400000,785377000,11,12,진주남강유등축제2020
2020,경남,이순신장군배 국제요트대회,587773740,0,587773740,11,11,이순신장군배 국제요트대회2020
2020,경남,전국춘계대학축구연맹전,485000000,25000000,460000000,10,11,전국춘계대학축구연맹전2020
2020,경남,통영한산대첩축제,300700267,188800000,111900267,8,8,통영한산대첩축제2020
2020,경남,문화재 야행사업,0,0,0,10,10,문화재 야행사업2020
2020,경남,산청한방약초축제,556700000,0,556700000,9,9,산청한방약초축제2020
2020,경남,KB바둑리그,340000000,0,340000000,11,4,KB바둑리그2020
2020,제주,제주감귤박람회,556660470,0,556660470,11,12,제주감귤박람회2020
2020,제주,제주국제관악제 개최,672444010,0,672444010,8,8,제주국제관악제 개최2020
2020,제주,제주포럼,1827500000,705000000,1122500000,11,11,제주포럼2020
2020,제주,탐라문화제,949275450,0,949275450,10,10,탐라문화제2020
2020,제주,대한민국독서대전,726868240,272575591,454292649,9,10,대한민국독서대전2020
2022,서울,서울 뮤직페스티벌,1180000000,0,1180000000,10,10,서울 뮤직페스티벌2022
2022,서울,왕궁수문장 교대의식 재현,1915230000,0,1915230000,2,12,왕궁수문장 교대의식 재현2022
2022,서울,남산 봉수의식 등 전통문화 재현행사,690400000,0,690400000,1,12,남산 봉수의식 등 전통문화 재현행사2022
2022,서울,문화가 흐르는 예술마당,700000000,0,700000000,5,12,문화가 흐르는 예술마당2022
2022,서울,서울정원박람회,915664330,0,915664330,9,10,서울정원박람회2022
2022,서울,서울 365 거리공연 운영,1106000000,0,1106000000,5,12,서울 365 거리공연 운영2022
2022,서울,한강페스티벌,1468138580,0,1468138580,7,8,한강페스티벌2022
2022,서울,정조대왕 능행차 재현 행사,634670000,0,634670000,10,10,정조대왕 능행차 재현 행사2022
2022,서울,한강달빛 야시장,1673246130,0,1673246130,8,10,한강달빛 야시장2022
2022,서울,Try Everything 2022,1788463660,0,1788463660,9,9,Try Everything 20222022
2022,서울,2022년 서울패션위크(춘계 및 추계) 행사,6314061970,0,6314061970,4,10,2022년 서울패션위크(춘계 및 추계) 행사2022
2022,서울,서울도시건축비엔날레,1079211450,0,1079211450,11,11,서울도시건축비엔날레2022
2022,서울,2022 서울라이트 광화문 빛축제,2631000000,0,2631000000,12,1,2022 서울라이트 광화문 빛축제2022
2022,서울,책 읽는 서울광장(상·하반기) 개최,1249000000,250000000,999000000,4,11,책 읽는 서울광장(상·하반기) 개최2022
2022,서울,제26차 ANOC(국가올림픽위원회연합회)총회 개최,1035728000,0,1035728000,10,10,제26차 ANOC(국가올림픽위원회연합회)총회 개최2022
2022,서울,종로 한복축제,320202927,120000000,200202927,1,12,종로 한복축제2022
2022,서울,성동문화마당,500300000,0,500300000,1,12,성동문화마당2022
2022,서울,서울장미축제,663049000,0,663049000,5,5,서울장미축제2022
2022,서울,노원혁신교육지구 사업,67073780,0,67073780,1,12,노원혁신교육지구 사업2022
2022,서울,은평 온:(On) 축제,404517000,0,404517000,11,11,은평 온:(On) 축제2022
2022,서울,마포나루 새우젓축제,549878000,55000000,494878000,10,10,마포나루 새우젓축제2022
2022,서울,구로문화 축제,459000000,0,459000000,9,9,구로문화 축제2022
2022,서울,서울구로국제어린이영화제,676308220,257967000,418341220,1,12,서울구로국제어린이영화제2022
2022,서울,서울영등포국제초단편영화제,582490824,0,582490824,10,10,서울영등포국제초단편영화제2022
2022,서울,관악강감찬축제,520000000,0,520000000,10,10,관악강감찬축제2022
2022,서울,서초금요음악회,368103240,0,368103240,1,12,서초금요음악회2022
2022,서울,나눔과 회복의 서리풀 음악회·바자회,500000000,0,500000000,9,9,나눔과 회복의 서리풀 음악회·바자회2022
2022,서울,동 지역특성문화사업 지원 ,340030170,0,340030170,1,12,동 지역특성문화사업 지원 2022
2022,서울,서울놀이마당 상설전통공연,300538655,0,300538655,3,10,서울놀이마당 상설전통공연2022
2022,서울,한성백제문화제,1310823320,220000000,1090823320,9,10,한성백제문화제2022
2022,서울,강동선사문화축제,762082690,0,762082690,10,10,강동선사문화축제2022
2022,부산,부산항축제,600000000,300000000,300000000,7,7,부산항축제2022
2022,부산,부산국제영화제,6196235000,0,6196235000,10,10,부산국제영화제2022
2022,부산,부산국제광고제,1275688704,592552868,683135836,8,8,부산국제광고제2022
2022,부산,부산콘텐츠마켓,1469355279,690906463,778448816,6,6,부산콘텐츠마켓2022
2022,부산,국제게임전시회 (지스타),2962368261,0,2962368261,11,11,국제게임전시회 (지스타)2022
2022,부산,부산불꽃축제,2320000000,0,2320000000,12,12,부산불꽃축제2022
2022,부산,부산바다축제,697843490,0,697843490,7,8,부산바다축제2022
2022,부산,부산국제록페스티벌,729987810,0,729987810,10,10,부산국제록페스티벌2022
2022,부산,조선통신사축제,873093107,0,873093107,1,12,조선통신사축제2022
2022,부산,대한민국 국제해양레저위크,893519179,512453623,381065556,8,12,대한민국 국제해양레저위크2022
2022,부산,부산국제코미디페스티벌,1592179036,0,1592179036,8,8,부산국제코미디페스티벌2022
2022,부산,부산원아시아페스티벌,2971281878,0,2971281878,10,10,부산원아시아페스티벌2022
2022,부산,피란수도 부산 문화재 야행,506631500,202652600,303978900,8,8,피란수도 부산 문화재 야행2022
2022,부산,아시아필름마켓,2000000000,1000000000,1000000000,10,10,아시아필름마켓2022
2022,부산,대한민국 지방시대 엑스포,949195970,0,949195970,11,11,대한민국 지방시대 엑스포2022
2022,부산,시민마당 운영,769483286,51812890,717670396,2,12,시민마당 운영2022
2022,부산,영도다리축제,432500000,64000000,368500000,10,10,영도다리축제2022
2022,부산,제3회 부산 희망 드림 빛축제,339658990,0,339658990,12,4,제3회 부산 희망 드림 빛축제2022
2022,부산,동래읍성역사축제,585438000,64000000,521438000,10,10,동래읍성역사축제2022
2022,부산,낙동강 구포나루 축제,378156630,23000000,355156630,10,10,낙동강 구포나루 축제2022
2022,부산,해운대모래축제,646477550,80000000,566477550,5,5,해운대모래축제2022
2022,부산,해운대 빛 축제 개최,941220000,50000000,891220000,11,1,해운대 빛 축제 개최2022
2022,부산,광안리어방축제,775000000,75000000,700000000,10,10,광안리어방축제2022
2022,부산,광안리 M 드론라이트쇼,1647143910,0,1647143910,6,5,광안리 M 드론라이트쇼2022
2022,대구,대구국제섬유박람회,725211717,0,725211717,3,3,대구국제섬유박람회2022
2022,대구,대구국제마라톤대회,1756795924,0,1756795924,4,5,대구국제마라톤대회2022
2022,대구,대구국제뮤지컬페스티벌,2867481623,953333134,1914148489,6,7,대구국제뮤지컬페스티벌2022
2022,대구,컬러풀대구페스티벌,1795502694,0,1795502694,7,7,컬러풀대구페스티벌2022
2022,대구,대구아트스퀘어,1160000000,0,1160000000,11,12,대구아트스퀘어2022
2022,대구,대구치맥페스티벌,2182259481,30000000,2152259481,7,7,대구치맥페스티벌2022
2022,대구,대구 국제 미래자동차엑스포,1781043562,0,1781043562,10,10,대구 국제 미래자동차엑스포2022
2022,대구,금호강 바람소리길 축제,319564360,0,319564360,9,9,금호강 바람소리길 축제2022
2022,대구,수성못 페스티벌,362149119,0,362149119,9,9,수성못 페스티벌2022
2022,대구,수성빛예술제,929354320,0,929354320,12,1,수성빛예술제2022
2022,대구,100대 피아노콘서트,550000000,0,550000000,10,10,100대 피아노콘서트2022
2022,대구,달성대구현대미술제,500000000,0,500000000,9,10,달성대구현대미술제2022
2022,인천,인천개항장문화재야행,1059125903,0,1059125903,9,10,인천개항장문화재야행2022
2022,인천,화도진축제,335000000,0,335000000,10,10,화도진축제2022
2022,인천,소래포구축제,678471590,100000000,578471590,10,10,소래포구축제2022
2022,인천,부평풍물대축제,599488840,200000000,399488840,9,10,부평풍물대축제2022
2022,인천,정서진피크닉클래식,490228073,0,490228073,8,9,정서진피크닉클래식2022
2022,광주,광주세계김치축제,1013233150,0,1013233150,10,10,광주세계김치축제2022
2022,광주,광주ACE Fair,1793649842,899003817,894646025,9,9,광주ACE Fair2022
2022,광주,국제광산업전시회,533039770,0,533039770,11,11,국제광산업전시회2022
2022,광주,세계인권도시포럼,549010006,0,549010006,10,10,세계인권도시포럼2022
2022,광주,광주프린지페스티벌,1284475150,0,1284475150,3,12,광주프린지페스티벌2022
2022,광주,추억의충장축제,2932100062,2000000000,932100062,10,10,추억의충장축제2022
2022,대전,대전국제와인페스티벌,890356000,90365000,799991000,8,8,대전국제와인페스티벌2022
2022,대전,대전사이언스페스티벌,1160000000,0,1160000000,10,10,대전사이언스페스티벌2022
2022,대전,2022 대전 세계지방정부연합(UCLG) 총회,5700000000,0,5700000000,10,10,2022 대전 세계지방정부연합(UCLG) 총회2022
2022,대전,대전 0시 뮤직 페스티벌,926087000,0,926087000,10,10,대전 0시 뮤직 페스티벌2022
2022,대전,대전효문화뿌리축제,815996600,16000000,799996600,10,10,대전효문화뿌리축제2022
2022,대전,2022 대전 서구힐링 아트페스티벌,760601880,15000000,745601880,10,10,2022 대전 서구힐링 아트페스티벌2022
2022,대전,유성국화전시회,474999510,0,474999510,10,10,유성국화전시회2022
2022,대전,유성구 어린이 물놀이장,419215800,0,419215800,7,8,유성구 어린이 물놀이장2022
2022,대전,2022 유성온천문화축제,550000000,0,550000000,5,5,2022 유성온천문화축제2022
2022,대전,대덕거리맥주페스티벌,353912330,0,353912330,7,9,대덕거리맥주페스티벌2022
2022,울산,서머페스티벌,700000000,0,700000000,8,8,서머페스티벌2022
2022,울산,한글문화예술제,570000000,0,570000000,10,10,한글문화예술제2022
2022,울산,울산대공원장미축제,500000000,191026000,308974000,5,5,울산대공원장미축제2022
2022,울산,수요열린예술무대 뒤란,582000000,58055920,523944080,3,12,수요열린예술무대 뒤란2022
2022,울산,제103회 전국체전 개폐회식,2924776350,1500000000,1424776350,10,10,제103회 전국체전 개폐회식2022
2022,울산,제42회 전국장애인체전 개폐회식,590100000,200000000,390100000,10,10,제42회 전국장애인체전 개폐회식2022
2022,울산,제20차 세계한상대회,832567260,0,832567260,11,11,제20차 세계한상대회2022
2022,울산,울산마두희축제,450000000,150000000,300000000,9,9,울산마두희축제2022
2022,울산,울산고래축제,1250000000,250000000,1000000000,10,10,울산고래축제2022
2022,울산,구립교향악단 정기연주회,601458000,0,601458000,1,12,구립교향악단 정기연주회2022
2022,울산,울산조선해양축제,500000000,0,500000000,7,7,울산조선해양축제2022
2022,울산,울산쇠부리축제,599927210,199975730,399951480,5,5,울산쇠부리축제2022
2022,울산,울산옹기축제,874836060,0,874836060,9,10,울산옹기축제2022
2022,울산,울주세계산악영화제,2261102382,0,2261102382,4,4,울주세계산악영화제2022
2022,울산,영남알프스 트레일러닝 대회,996000000,0,996000000,10,10,영남알프스 트레일러닝 대회2022
2022,울산,2022 울주천하장사 씨름대회,420000000,0,420000000,11,11,2022 울주천하장사 씨름대회2022
2022,세종,세종축제,899634000,0,899634000,10,10,세종축제2022
2022,세종,2022 대한민국 정원산업박람회,2000000000,500000000,1500000000,10,10,2022 대한민국 정원산업박람회2022
2022,세종,세종시민체육대회,591700000,0,591700000,9,9,세종시민체육대회2022
2022,경기,도(道)단위 생활체육대회 개최,679694000,0,679694000,8,10,도(道)단위 생활체육대회 개최2022
2022,경기,경기국제보트쇼,797953022,0,797953022,3,3,경기국제보트쇼2022
2022,경기,플레이엑스포,1409528000,199985000,1209543000,5,5,플레이엑스포2022
2022,경기,대한민국 우수상품 전시회(G-FAIR KOREA),1500000000,0,1500000000,10,10,대한민국 우수상품 전시회(G-FAIR KOREA)2022
2022,경기,DMZ국제다큐멘터리영화제,3283429000,0,3283429000,9,9,DMZ국제다큐멘터리영화제2022
2022,경기,경기정원문화박람회,600000000,0,600000000,10,10,경기정원문화박람회2022
2022,경기,경기국제웹툰페어,648274010,3610000,644664010,10,10,경기국제웹툰페어2022
2022,경기,DMZ 포럼,1130387000,0,1130387000,9,9,DMZ 포럼2022
2022,경기,Let's DMZ,2942833492,0,2942833492,9,10,Let's DMZ2022
2022,경기,경기평화광장 운영,1275028820,0,1275028820,1,12,경기평화광장 운영2022
2022,경기,퓨처 쇼 개최,674400000,0,674400000,11,11,퓨처 쇼 개최2022
2022,경기,경기 인디뮤직페스티벌,797412000,167248000,630164000,10,10,경기 인디뮤직페스티벌2022
2022,경기,수원화성문화제,1429100306,49245980,1379854326,10,10,수원화성문화제2022
2022,경기,정조대왕 능행차 연시 ,1237449251,264123441,973325810,10,10,정조대왕 능행차 연시 2022
2022,경기,기획전 개최,328779630,71343000,257436630,4,11,기획전 개최2022
2022,경기,수원 문화재 야행,565392130,233480920,331911210,8,8,수원 문화재 야행2022
2022,경기,수원연극축제,525611070,97000000,428611070,5,5,수원연극축제2022
2022,경기,국제전 개최,327413810,132150750,195263060,12,3,국제전 개최2022
2022,경기,수원화성 미디어아트쇼,2005296120,1040409060,964887060,9,10,수원화성 미디어아트쇼2022
2022,경기,2022 설날장사 씨름대회,379518000,0,379518000,1,2,2022 설날장사 씨름대회2022
2022,경기,성남국제의료관광컨벤션,646228915,0,646228915,10,10,성남국제의료관광컨벤션2022
2022,경기,생물서식처 복원사업,573701109,4271300,569429809,3,12,생물서식처 복원사업2022
2022,경기,경기도 지역대표공연예술제 지원사업(의정부음악극축제),595983245,0,595983245,6,6,경기도 지역대표공연예술제 지원사업(의정부음악극축제)2022
2022,경기,어린이도서관 독서진흥 행사 운영,162320433,0,162320433,1,12,어린이도서관 독서진흥 행사 운영2022
2022,경기,경기관광축제지원사업(블랙뮤직페스티벌),426539058,0,426539058,10,10,경기관광축제지원사업(블랙뮤직페스티벌)2022
2022,경기,전국단위 및 도단위 체육대회 출전,400174410,0,400174410,3,6,전국단위 및 도단위 체육대회 출전2022
2022,경기,의정부미술도서관 운영,597144017,0,597144017,1,12,의정부미술도서관 운영2022
2022,경기,안양시민축제,671170000,0,671170000,9,9,안양시민축제2022
2022,경기,복사골예술제,354574180,0,354574180,9,9,복사골예술제2022
2022,경기,부천국제판타스틱영화제,3299999397,0,3299999397,7,7,부천국제판타스틱영화제2022
2022,경기,부천국제애니메이션페스티벌,1217671552,0,1217671552,10,10,부천국제애니메이션페스티벌2022
2022,경기,부천국제만화축제,494486717,80000000,414486717,9,10,부천국제만화축제2022
2022,경기,부천 세계비보이 대회,473700000,93000000,380700000,9,10,부천 세계비보이 대회2022
2022,경기,위드코로나 일상회복 문화백신 기획공연,354164000,0,354164000,10,10,위드코로나 일상회복 문화백신 기획공연2022
2022,경기,한가락페스타,425553460,0,425553460,10,10,한가락페스타2022
2022,경기,안산국제거리극,555285660,60000000,495285660,5,5,안산국제거리극2022
2022,경기,고양가구박람회,478971190,0,478971190,6,6,고양가구박람회2022
2022,경기,고양행주문화제,426764470,0,426764470,6,6,고양행주문화제2022
2022,경기,과천축제,1115704420,75000000,1040704420,9,9,과천축제2022
2022,경기,남양주 정약용문화제,314810570,80000000,234810570,9,9,남양주 정약용문화제2022
2022,경기,다산아트홀 공연 운영,353000000,97893410,255106590,2,12,다산아트홀 공연 운영2022
2022,경기,오산 독산성문화제,583146750,60000000,523146750,10,10,오산 독산성문화제2022
2022,경기,경기정원문화박람회,1208884347,0,1208884347,10,10,경기정원문화박람회2022
2022,경기,전국(도단위) 체육대회,428817000,0,428817000,1,12,전국(도단위) 체육대회2022
2022,경기,협회별 대회 개최,402975000,0,402975000,1,12,협회별 대회 개최2022
2022,경기,2022 경기도종합체육대회 개최,1156962530,968106610,188855920,8,8,2022 경기도종합체육대회 개최2022
