,Festival,name_year,month,year,visitors,cost,date,visit/cost,target
248,포항국제불빛축제,국제불빛축제2019,5,2019,149136,940000000.0,2019-05-01,0.00015865531914893618,family
249,하동야생차문화축제,하동야생차문화축제2018,5,2018,48505,525000000.0,2018-05-01,9.239047619047619e-05,old
250,하동야생차문화축제,하동야생차문화축제2019,5,2019,41484,701687000.0,2019-05-01,5.912037703420471e-05,old
251,하동야생차문화축제,하동야생차문화축제2022,5,2022,65341,618091890.0,2022-05-01,0.00010571405491180285,old
252,한산모시문화제,한산모시문화제2018,6,2018,39979,1082710030.0,2018-06-01,3.6924937326017016e-05,old
253,한산모시문화제,한산모시문화제2019,6,2019,37690,1193000000.0,2019-06-01,3.159262363788768e-05,old
254,한산모시문화제,한산모시문화제2022,6,2022,38538,1461548430.0,2022-06-01,2.6367925420028674e-05,old
255,한산모시문화제,한산모시문화제2023,6,2023,30030,831449000.0,2023-06-01,3.611766927376183e-05,old
256,한성백제문화제,한성백제문화제2018,10,2018,113484,484827810.0,2018-10-01,0.00023407073121486162,family
257,한성백제문화제,한성백제문화제2019,9,2019,114684,695733550.0,2019-09-01,0.00016483896744666116,family
258,한성백제문화제,한성백제문화제2022,9,2022,153122,1310823320.0,2022-09-01,0.00011681360688639564,family
259,한성백제문화제,한성백제문화제2023,9,2023,177022,1256519000.0,2023-09-01,0.00014088286766853505,family
260,함평나비축제,함평나비대축제2018,4,2018,248677,977834000.0,2018-04-01,0.0002543141269377011,old
261,함평나비축제,함평나비대축제2019,4,2019,281791,890901000.0,2019-04-01,0.0003162988929185173,old
262,함평나비축제,함평나비대축제2022,4,2022,248702,951548780.0,2022-04-01,0.0002613654761871483,old
263,함평나비축제,함평나비대축제2023,4,2023,264405,1285900000.0,2023-04-01,0.00020561863286414184,old
264,화성뱃놀이축제,화성뱃놀이축제2018,5,2018,242100,1958143740.0,2018-05-01,0.0001236375017086335,family
265,화성뱃놀이축제,화성뱃놀이축제2019,6,2019,133539,2196916980.0,2019-06-01,6.078472751391816e-05,family
266,화성뱃놀이축제,화성뱃놀이축제2022,9,2022,121585,1585820939.0,2022-09-01,7.667006848621261e-05,family
267,화천산천어축제,화천 산천어 축제2018,1,2018,421449,5147216936.0,2018-01-01,8.187900475932068e-05,family
268,화천산천어축제,화천 산천어 축제2019,1,2019,479942,5268486000.0,2019-01-01,9.109675910688573e-05,family
269,화천산천어축제,화천 산천어축제2023,1,2023,505763,3261309262.0,2023-01-01,0.00015507974232711696,family
270,횡성한우축제,횡성한우축제2018,10,2018,177845,2029171000.0,2018-10-01,8.764416601656538e-05,old
271,횡성한우축제,횡성한우축제2019,10,2019,175117,2134683980.0,2019-10-01,8.20341566436452e-05,old
