,Festival,name_year,month,year,visitors,cost,date,visit/cost,target,Fe_festival_conc,Fe_foreigner,Fe_local,Fe_navi,Fe_tour_fee,non_festival_conc,non_foreigner,non_local,non_navi,non_tour_fee,축제기간(일),도,index_y
27,괴산고추축제,괴산고추축제2022,9,2022,111684,1129331000.0,2022-09-01,9.8893946947352e-05,old,0.8041715280593973,0.5655360848997462,0.8982638021483887,0.5475129918337045,0.671617524572367,0.5611632780545533,0.4872019115386714,0.6651417686734948,0.369408871566444,0.7500434926919153,4.0,충북,괴산고추축제2022
28,괴산고추축제,괴산고추축제2023,8,2023,132859,1140000000.0,2023-08-01,0.0001165429824561,old,0.7293824238645986,0.6713327952238726,0.8847413994851393,0.6138379657007688,0.7157441446900036,0.4351946076131045,0.4258933322232375,0.603111104610344,0.3153829095209935,0.7138161074090729,4.0,충북,괴산고추축제2023
29,군산시간여행축제,군산시간여행축제2018,9,2018,129552,653087850.0,2018-09-01,0.0001983684124578,old,0.8205208098024837,0.5549796900971925,0.9695511067352224,0.3126377663482733,0.6557715140744463,0.6823806376820806,0.4652752748414216,0.696354337599825,0.3537227528777859,0.6169788893168732,3.0,전북,군산시간여행축제2018
30,군산시간여행축제,군산시간여행축제2019,10,2019,143977,637788680.0,2019-10-01,0.0002257440505215,old,0.7868717064745331,0.7149702520682968,0.9873004910988336,0.6192138286379124,0.7272268132588486,0.5079225387662575,0.4724621088538227,0.6825506445672191,0.3364393750519405,0.702270378911259,3.0,전북,군산시간여행축제2019
31,군산시간여행축제,군산시간여행축제2022,10,2022,210941,817596300.0,2022-10-01,0.0002580014121883,old,0.8634599611557352,0.7453675401958858,0.8314392296347706,0.5339811407543699,0.7199899593935373,0.6557215523707736,0.5411588373467726,0.7571896417107661,0.3115656623735051,0.6684808950764434,4.0,전북,군산시간여행축제2022
32,군산시간여행축제,군산시간여행축제2023,10,2023,255195,880673950.0,2023-10-01,0.0002897723953342,old,0.8728208437890105,0.4713095648245882,0.9230354058721936,0.4957304256437204,0.7364247569604678,0.708172708037431,0.3810643339743555,0.7675500143926309,0.3480934708355228,0.746033213839228,4.0,전북,군산시간여행축제2023
33,금산인삼축제,금산인삼축제2018,10,2018,440615,2124975949.0,2018-10-01,0.0002073505821124,old,0.8410082701549336,0.5259041866695918,0.955241497126883,0.4691252144082333,0.7590880718505624,0.4189207855445297,0.2201447445499079,0.8441023450846404,0.2132075471698113,0.6095296321559631,10.0,충남,금산인삼축제2018
34,금산인삼축제,금산인삼축제2022,9,2022,567511,2500000000.0,2022-09-01,0.0002270044,old,0.8838125601675475,0.4980149050705071,0.8833933903016576,0.4806022003474233,0.746487641549093,0.4969584821373173,0.2110829505945554,0.7918845876660145,0.20203025477707,0.5873454159637208,11.0,충남,금산인삼축제2022
35,금산인삼축제,금산인삼축제2023,10,2023,551499,3500000000.0,2023-10-01,0.0001575711428571,old,0.9369444268792042,0.5914142859001488,0.9304838003502628,0.4865291262135922,0.7629366801801688,0.543397290844728,0.275096829568672,0.7897301882661996,0.1335558252427184,0.6527254845020375,10.0,충남,금산인삼축제2023
36,금호강바람소리길축제,금호강바람소리길축제2022,9,2022,129140,319564360.0,2022-09-01,0.0004041126488573,old,0.8089831302453829,0.7998762639134279,0.8633635161257504,0.7207732433261737,0.6716411533117163,0.6334097253745505,0.5994034591278646,0.691041815037135,0.5244515188708193,0.6810326270172614,,,
37,금호강바람소리길축제,금호강바람소리길축제2023,9,2023,200119,469442320.0,2023-09-01,0.0004262909232384,old,0.8126759911901263,0.6648056803578754,0.8928834631035919,0.4207604773799611,0.6970123605382115,0.6467561959831161,0.515026562642772,0.7596406485308724,0.2859509436580627,0.607442439539369,,,
38,김제지평선축제,김제지평선축제2018,10,2018,113264,1999700000.0,2018-10-01,5.664049607441116e-05,old,0.798446850526963,0.5853118314819719,0.7209947946790053,0.5836671802773498,0.534133233689089,0.0824503192350929,0.0562841220007312,0.0590225563909774,0.0792758089368258,0.6201414711024889,5.0,전북,김제지평선축제2018
39,김제지평선축제,김제지평선축제2019,9,2019,184454,2299000000.0,2019-09-01,8.023227490213136e-05,old,0.7805223380513496,0.6114241443988365,0.7029733424470266,0.6318532818532818,0.6297395249552381,0.0920263808697716,0.0639761328730258,0.0857997265892002,0.1035714285714285,0.6504534237700565,10.0,전북,김제지평선축제2019
40,김제지평선축제,김제지평선축제2022,9,2022,148167,2069839350.0,2022-09-01,7.158381639618553e-05,old,0.8163193813675444,0.568737435026095,0.8529426622884566,0.5374066530889342,0.5802880182869888,0.0860947871131162,0.044994275623767,0.0883809042687547,0.0545145960624575,0.5748948941530345,5.0,전북,김제지평선축제2022
41,김제지평선축제,김제지평선축제2023,10,2023,146651,2034103760.0,2023-10-01,7.209612551918197e-05,old,0.854279788118868,0.660669415939388,0.9082962138084631,0.5850267379679144,0.7102398571223837,0.0887070230051206,0.0513505341163104,0.0896297327394209,0.0300880780119534,0.7057985301554005,5.0,전북,김제지평선축제2023
42,김해분청도자기축제,김해분청도자기축제2018,10,2018,155060,363307500.0,2018-10-01,0.0004268009881436,old,0.6955159647111253,0.4192162554426705,0.9090074178735428,0.5391923990498813,0.5701145081061008,0.4907647509801342,0.2733215610385422,0.689994701518898,0.2678741092636579,0.5822653826177769,10.0,경남,김해분청도자기축제2018
43,김해분청도자기축제,김해분청도자기축제2022,10,2022,183089,381290000.0,2022-10-01,0.0004801830627606,old,0.7967098474924696,0.8380445914680564,0.855561317085818,0.6965367965367966,0.7149269476251017,0.5977720176002971,0.6082145930303203,0.7242675654653876,0.4874458874458874,0.7119073794378732,10.0,경남,김해분청도자기축제2022
44,김해분청도자기축제,김해분청도자기축제2023,10,2023,165280,386209830.0,2023-10-01,0.000427953892318,old,0.8288947582460281,0.7658796235095048,0.7690571715145437,0.6153191489361702,0.6616769134177883,0.5735130317017287,0.5441421502789308,0.6350614343029087,0.2830585106382978,0.65547094447685,10.0,경남,김해분청도자기축제2023
45,남원춘향제,춘향제2018,5,2018,85227,1265844820.0,2018-05-01,6.732815796489178e-05,old,0.9059240338966088,0.6086427539622795,0.7666223404255319,0.6226254002134471,0.5995835591961097,0.637811094141279,0.2640424406421029,0.6832446808510638,0.2270811099252934,0.5172365484916145,5.0,전북,춘향제2018
46,남원춘향제,춘향제2019,5,2019,77936,1212000000.0,2019-05-01,6.43036303630363e-05,old,0.8073655923678906,0.5907020606020497,0.7150814814814814,0.3954545454545454,0.6773325996892173,0.727367244765047,0.3802776559927865,0.6720518518518519,0.2492086038961039,0.6363888511708297,5.0,전북,춘향제2019
47,남원춘향제,춘향제2022,5,2022,110546,975658000.0,2022-05-01,0.0001133040471148,old,0.8906927941149276,0.6851240276825672,0.8219364231982529,0.6209382716049383,0.7755838401328046,0.5301223465016583,0.2222483466761811,0.6069157971366174,0.2442469135802469,0.604311206425206,5.0,전북,춘향제2022
48,남원춘향제,춘향제2023,5,2023,134535,1879723670.0,2023-05-01,7.157169010911056e-05,old,0.8004041788826547,0.479434309457076,0.8011911852293032,0.4493129770992367,0.698686384639879,0.4557050035842006,0.1816015327790223,0.6025213420686917,0.1698664122137404,0.6590507893038128,5.0,전북,춘향제2023
49,담양대나무축제,담양대나무축제2018,5,2018,239956,709129900.0,2018-05-01,0.0003383808805692,family,0.9017656545411749,0.5021974893060135,0.886427298192004,0.3696048632218845,0.6249054751619846,0.7590523428666167,0.2930746731005156,0.7887276122570239,0.1760216143194866,0.4504403212059925,6.0,전남,담양대나무축제2018
50,담양대나무축제,담양대나무축제2019,5,2019,285934,734250000.0,2019-05-01,0.0003894232209737,family,0.956624315370059,0.5849121031926111,0.843553820241923,0.4900958466453674,0.6769443257475631,0.7394872898228205,0.2629820276267917,0.7299609554432706,0.1544295793397231,0.426160544726778,6.0,전남,담양대나무축제2019
