,Festival,name_year,month,year,visitors,cost,date,visit/cost,target,Fe_festival_conc,Fe_foreigner,Fe_local,Fe_navi,Fe_tour_fee,non_festival_conc,non_foreigner,non_local,non_navi,non_tour_fee,축제기간(일),도,index_y
10,곡성세계장미축제,곡성세계장미축제2018,5,2018,315737,300000000.0,2018-05-01,0.0010524566666666,old,0.9430465195009992,0.5462605875961232,0.7435571687840291,0.4767247915087187,0.7014291488775972,0.4236028229126618,0.0936589552366616,0.3811025408348457,0.1399355572403335,0.4175126748185482,,,
11,곡성세계장미축제,곡성세계장미축제2019,5,2019,255493,410000000.0,2019-05-01,0.0006231536585365,old,0.920455115152379,0.5290700190512031,0.5913279132791328,0.315079365079365,0.697391584213783,0.4232400327285162,0.1370131359221017,0.3235772357723577,0.2030483405483405,0.4991702234044577,,,
12,곡성세계장미축제,곡성세계장미축제2022,5,2022,298541,820000000.0,2022-05-01,0.0003640743902439,old,0.8635298196980853,0.4226980405664804,0.6084362570651036,0.4345939800131649,0.7280264603055301,0.4923643481852679,0.1636319182705045,0.5183101825278383,0.1972319758474715,0.5586677482146923,,,
13,곡성세계장미축제,곡성세계장미축제2023,5,2023,296406,745000000.0,2023-05-01,0.0003978604026845,old,0.8797230560785831,0.5203538407856039,0.7805705474171164,0.427351164797239,0.6280574677674642,0.3702187948554648,0.1032140072778026,0.4861218195836546,0.1436367558239862,0.422566995209939,,,
14,관악강감찬축제,관악강감찬축제2019,10,2019,113549,501226650.0,2019-10-01,0.0002265422239619,youth,0.91174326659245,0.5655779574961174,0.7482317347397687,0.5136116152450091,0.4623171832200566,0.8448005109403021,0.7044093749892866,0.8520892105155566,0.3692528735632184,0.4597589847111865,3.0,서울,관악강감찬축제2019
15,관악강감찬축제,관악강감찬축제2022,10,2022,148413,520000000.0,2022-10-01,0.0002854096153846,youth,0.8832334452993326,0.7916222154647334,0.9409722222222222,0.7666143380429095,0.4159668651089432,0.8491670115171439,0.7646187332867042,0.8331965202294686,0.516941391941392,0.4137220760649547,3.0,서울,관악강감찬축제2022
16,관악강감찬축제,관악강감찬축제2023,10,2023,136320,570000000.0,2023-10-01,0.0002391578947368,youth,0.9039138704089976,0.7633302320005125,0.8458097928436912,0.754930966469428,0.3652011158928699,0.8025355696463163,0.6847773564705552,0.7072789155681104,0.3905325443786982,0.3743560713468901,3.0,서울,관악강감찬축제2023
17,광안리어방축제,광안리어방축제2018,4,2018,154311,669083900.0,2018-04-01,0.0002306302692382,youth,0.7298560531061457,0.3842548722047813,0.7730055292259084,0.4115077571923482,0.5999678174281522,0.7253397573708956,0.3423964837490201,0.7668777152448658,0.3872382888989306,0.566105308682736,3.0,부산,광안리어방축제2018
18,광안리어방축제,광안리어방축제2019,4,2019,127404,726262270.0,2019-04-01,0.0001754242306983,youth,0.6835701723449772,0.2917736999253076,0.7685274819834356,0.3261603375527426,0.4514950574072975,0.6967838595268532,0.3103837248365799,0.7849037323867915,0.3297995780590717,0.396783843332167,3.0,부산,광안리어방축제2019
19,광안리어방축제,광안리어방축제2022,10,2022,173564,775000000.0,2022-10-01,0.000223953548387,youth,0.7405185281516058,0.4913245032307841,0.9421798207574444,0.4582900657667013,0.6655855923904964,0.728368451978328,0.4781691252163804,0.806446949985545,0.4341034960193839,0.602239141778432,3.0,부산,광안리어방축제2022
20,광안리어방축제,광안리어방축제2023,5,2023,179811,1075000000.0,2023-05-01,0.0001672660465116,youth,0.7733864247278199,0.4232586474235793,0.9121574489287494,0.4845148585750089,0.5227804943533433,0.659775415052449,0.3412578658989451,0.7734990034877928,0.4654605263157895,0.5439730947530688,3.0,부산,광안리어방축제2023
21,광주김치축제,광주세계김치축제2018,10,2018,81897,896642900.0,2018-10-01,9.133736518741184e-05,family,0.6708941003873343,0.6664298672317746,0.7912400455062572,0.7719298245614035,0.5947018728921687,0.5558618289114604,0.515136099471817,0.7599971558589306,0.2480811403508772,0.5888228608051725,4.0,광주,광주세계김치축제2018
22,광주김치축제,광주세계김치축제2019,10,2019,70285,1133952100.0,2019-10-01,6.198233593817587e-05,family,0.7142414417255862,0.7215009445303109,0.717806871965087,0.9344569288389514,0.6197900927460004,0.6114525979867615,0.5690509923701577,0.7235155817813018,0.2763342696629213,0.62853238715721,3.0,광주,광주세계김치축제2019
23,광주김치축제,광주세계김치축제2022,10,2022,329338,1013233150.0,2022-10-01,0.0003250367400632,family,0.91530846877825,0.7245499298970562,0.8349537716466099,0.60034046692607,0.732330767278359,0.8796595896981744,0.677731085329242,0.8259282359847373,0.5922239785992218,0.7215143451102253,4.0,광주,광주세계김치축제2022
24,광주김치축제,광주세계김치축제2023,11,2023,308863,1163876000.0,2023-11-01,0.0002653744900659,family,0.8971978428001401,0.6509120504998235,0.8156252407735572,0.613810145468109,0.6815929592566461,0.8246826566957511,0.6235409304667623,0.7772531589490715,0.5180086721372622,0.704412501773557,4.0,광주,광주세계김치축제2023
25,괴산고추축제,괴산고추축제2018,8,2018,91907,0.0,2018-08-01,inf,old,0.5657146466292158,0.5160470600908731,0.8970781352593565,0.6224944320712695,0.7052366363558003,0.3406206953215202,0.3284749233426822,0.6787795469468155,0.3569042316258352,0.7125767084010165,4.0,충북,괴산고추축제2018
26,괴산고추축제,괴산고추축제2019,8,2019,111098,991815790.0,2019-08-01,0.0001120147522555,old,0.5728491496916548,0.6540713287227782,0.7725919913419913,0.6002317497103129,0.8048370524685602,0.3585586793020293,0.3920710482268982,0.5489380411255411,0.3253186558516802,0.667929132926709,4.0,충북,괴산고추축제2019
